[2023-07-21 15:17:07] [world] The Player <Funget114514> has placed SUGAR_CANE at X= -995, Y= 63, Z= -978
[2023-07-21 16:53:48] [world_nether] The Player <Funget114514> has placed TNT at X= -211, Y= 16, Z= 138
[2023-07-21 16:53:52] [world_nether] The Player <Funget114514> has placed TNT at X= -211, Y= 16, Z= 136
[2023-07-21 16:53:54] [world_nether] The Player <Funget114514> has placed TNT at X= -211, Y= 16, Z= 132
[2023-07-21 16:53:58] [world_nether] The Player <Funget114514> has placed TNT at X= -211, Y= 16, Z= 128
[2023-07-21 16:54:01] [world_nether] The Player <Funget114514> has placed TNT at X= -211, Y= 15, Z= 125
[2023-07-21 16:54:08] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -211, Y= 12, Z= 122
[2023-07-21 16:54:24] [world_nether] The Player <Enderlava> has placed TNT at X= -136, Y= 15, Z= 591
[2023-07-21 16:54:51] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -211, Y= 7, Z= 152
[2023-07-21 16:54:51] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -211, Y= 8, Z= 153
[2023-07-21 16:54:51] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -211, Y= 10, Z= 154
[2023-07-21 16:54:58] [world_nether] The Player <Enderlava> has placed TNT at X= -152, Y= 15, Z= 591
[2023-07-21 16:55:05] [world_nether] The Player <Funget114514> has placed TNT at X= -209, Y= 16, Z= 166
[2023-07-21 16:55:06] [world_nether] The Player <Funget114514> has placed TNT at X= -206, Y= 16, Z= 168
[2023-07-21 16:55:11] [world_nether] The Player <Funget114514> has placed TNT at X= -209, Y= 16, Z= 170
[2023-07-21 16:55:13] [world_nether] The Player <Enderlava> has placed TNT at X= -159, Y= 15, Z= 592
[2023-07-21 16:55:18] [world_nether] The Player <Funget114514> has placed TNT at X= -209, Y= 16, Z= 173
[2023-07-21 16:55:22] [world_nether] The Player <Funget114514> has placed TNT at X= -210, Y= 16, Z= 176
[2023-07-21 16:55:26] [world_nether] The Player <Funget114514> has placed TNT at X= -209, Y= 16, Z= 176
[2023-07-21 16:55:27] [world_nether] The Player <Funget114514> has placed TNT at X= -209, Y= 16, Z= 178
[2023-07-21 16:55:30] [world_nether] The Player <Enderlava> has placed TNT at X= -167, Y= 14, Z= 591
[2023-07-21 16:55:31] [world_nether] The Player <Funget114514> has placed TNT at X= -209, Y= 16, Z= 180
[2023-07-21 16:55:39] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -208, Y= 16, Z= 166
[2023-07-21 16:55:39] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -208, Y= 16, Z= 165
[2023-07-21 16:55:40] [world_nether] The Player <Enderlava> has placed TNT at X= -172, Y= 11, Z= 590
[2023-07-21 16:55:46] [world_nether] The Player <Enderlava> has placed TNT at X= -167, Y= 12, Z= 598
[2023-07-21 16:55:57] [world_nether] The Player <Enderlava> has placed TNT at X= -167, Y= 13, Z= 587
[2023-07-21 16:56:13] [world_nether] The Player <Enderlava> has placed TNT at X= -193, Y= 14, Z= 592
[2023-07-21 16:56:15] [world_nether] The Player <Enderlava> has placed TNT at X= -188, Y= 13, Z= 592
[2023-07-21 16:56:42] [world_nether] The Player <Enderlava> has placed TNT at X= -199, Y= 14, Z= 593
[2023-07-21 16:57:09] [world_nether] The Player <Enderlava> has placed TNT at X= -200, Y= 12, Z= 607
[2023-07-21 16:57:23] [world_nether] The Player <Enderlava> has placed TNT at X= -191, Y= 13, Z= 607
[2023-07-21 16:57:41] [world_nether] The Player <Enderlava> has placed TNT at X= -191, Y= 12, Z= 617
[2023-07-21 16:57:58] [world_nether] The Player <Enderlava> has placed TNT at X= -191, Y= 15, Z= 623
[2023-07-21 16:58:08] [world_nether] The Player <Enderlava> has placed TNT at X= -195, Y= 12, Z= 623
[2023-07-21 16:58:13] [world_nether] The Player <Enderlava> has placed TNT at X= -188, Y= 11, Z= 623
[2023-07-21 16:58:24] [world_nether] The Player <Enderlava> has placed TNT at X= -192, Y= 12, Z= 632
[2023-07-21 16:58:50] [world_nether] The Player <Enderlava> has placed TNT at X= -193, Y= 12, Z= 639
[2023-07-21 16:59:10] [world_nether] The Player <Enderlava> has placed TNT at X= -192, Y= 17, Z= 651
[2023-07-21 16:59:25] [world_nether] The Player <Enderlava> has placed TNT at X= -205, Y= 16, Z= 649
[2023-07-21 16:59:27] [world_nether] The Player <Enderlava> has placed TNT at X= -199, Y= 16, Z= 649
[2023-07-21 16:59:51] [world_nether] The Player <Enderlava> has placed TNT at X= -185, Y= 16, Z= 649
[2023-07-21 16:59:56] [world_nether] The Player <Enderlava> has placed BLACKSTONE at X= -190, Y= 15, Z= 649
[2023-07-21 16:59:56] [world_nether] The Player <Enderlava> has placed BLACKSTONE at X= -190, Y= 16, Z= 649
[2023-07-21 17:00:09] [world_nether] The Player <Enderlava> has placed TNT at X= -186, Y= 15, Z= 658
[2023-07-21 17:00:40] [world_nether] The Player <Enderlava> has placed TNT at X= -185, Y= 13, Z= 685
[2023-07-21 17:00:42] [world_nether] The Player <Enderlava> has placed TNT at X= -185, Y= 13, Z= 676
[2023-07-21 17:00:49] [world_nether] The Player <Enderlava> has placed TNT at X= -185, Y= 13, Z= 669
[2023-07-21 17:14:01] [world] The Player <Enderlava> has placed STONE_BUTTON at X= -9, Y= 66, Z= -283
[2023-07-21 17:14:53] [world] The Player <wqe123420> has placed RED_SHULKER_BOX at X= -21, Y= 72, Z= -280
[2023-07-21 17:17:49] [world] The Player <Funget114514> has placed YELLOW_SHULKER_BOX at X= 16, Y= 188, Z= 34
[2023-07-21 17:19:54] [world] The Player <Funget114514> has placed DAMAGED_ANVIL at X= -29, Y= 69, Z= -280
[2023-07-21 17:19:54] [world] The Player <Funget114514> has placed DAMAGED_ANVIL at X= -28, Y= 69, Z= -280
[2023-07-21 17:19:58] [world] The Player <Funget114514> has placed DAMAGED_ANVIL at X= -27, Y= 69, Z= -280
[2023-07-21 17:19:58] [world] The Player <Funget114514> has placed DAMAGED_ANVIL at X= -26, Y= 69, Z= -280
[2023-07-21 17:26:17] [world] The Player <wqe123420> has placed TNT at X= 8, Y= 65, Z= -293
[2023-07-21 17:26:19] [world] The Player <wqe123420> has placed TNT at X= 8, Y= 65, Z= -292
[2023-07-21 17:26:19] [world] The Player <wqe123420> has placed TNT at X= 8, Y= 65, Z= -291
[2023-07-21 17:26:19] [world] The Player <wqe123420> has placed TNT at X= 8, Y= 65, Z= -290
[2023-07-21 17:26:59] [world] The Player <Funget114514> has placed SANDSTONE at X= -26, Y= 63, Z= -284
[2023-07-21 17:27:00] [world] The Player <Funget114514> has placed SANDSTONE at X= -26, Y= 64, Z= -284
[2023-07-21 17:27:03] [world] The Player <Funget114514> has placed SANDSTONE at X= -21, Y= 64, Z= -284
[2023-07-21 17:32:06] [world_nether] The Player <Funget114514> has placed OBSIDIAN at X= 170, Y= 129, Z= 123
[2023-07-21 17:32:08] [world_nether] The Player <Funget114514> has placed FIRE at X= 170, Y= 129, Z= 122
[2023-07-21 17:49:17] [world_nether] The Player <wqe123420> has placed TNT at X= -323, Y= 14, Z= -763
[2023-07-21 17:52:14] [world_nether] The Player <wqe123420> has placed COBBLESTONE at X= -169, Y= 16, Z= -879
[2023-07-21 17:53:03] [world_nether] The Player <wqe123420> has placed TNT at X= -55, Y= 15, Z= -880
[2023-07-21 17:53:03] [world_nether] The Player <wqe123420> has placed TNT at X= -57, Y= 15, Z= -880
[2023-07-21 17:53:04] [world_nether] The Player <wqe123420> has placed TNT at X= -59, Y= 15, Z= -880
[2023-07-21 17:53:04] [world_nether] The Player <wqe123420> has placed TNT at X= -61, Y= 15, Z= -880
[2023-07-21 17:53:05] [world_nether] The Player <wqe123420> has placed TNT at X= -64, Y= 15, Z= -880
[2023-07-21 17:53:05] [world_nether] The Player <wqe123420> has placed TNT at X= -66, Y= 15, Z= -880
[2023-07-21 17:53:07] [world_nether] The Player <wqe123420> has placed TNT at X= -68, Y= 15, Z= -880
[2023-07-21 17:53:08] [world_nether] The Player <wqe123420> has placed TNT at X= -70, Y= 15, Z= -880
[2023-07-21 17:53:08] [world_nether] The Player <wqe123420> has placed TNT at X= -73, Y= 15, Z= -880
[2023-07-21 17:53:09] [world_nether] The Player <wqe123420> has placed TNT at X= -74, Y= 15, Z= -880
[2023-07-21 17:53:09] [world_nether] The Player <wqe123420> has placed TNT at X= -76, Y= 15, Z= -880
[2023-07-21 17:53:09] [world_nether] The Player <wqe123420> has placed TNT at X= -78, Y= 15, Z= -880
[2023-07-21 17:53:10] [world_nether] The Player <wqe123420> has placed TNT at X= -80, Y= 15, Z= -880
[2023-07-21 17:53:11] [world_nether] The Player <wqe123420> has placed TNT at X= -82, Y= 14, Z= -880
[2023-07-21 17:53:12] [world_nether] The Player <wqe123420> has placed TNT at X= -84, Y= 15, Z= -880
[2023-07-21 17:53:12] [world_nether] The Player <wqe123420> has placed TNT at X= -86, Y= 15, Z= -880
[2023-07-21 17:53:13] [world_nether] The Player <wqe123420> has placed TNT at X= -88, Y= 15, Z= -880
[2023-07-21 17:53:13] [world_nether] The Player <wqe123420> has placed TNT at X= -90, Y= 15, Z= -880
[2023-07-21 17:53:14] [world_nether] The Player <wqe123420> has placed TNT at X= -92, Y= 15, Z= -880
[2023-07-21 17:53:14] [world_nether] The Player <wqe123420> has placed TNT at X= -94, Y= 15, Z= -880
[2023-07-21 17:53:15] [world_nether] The Player <wqe123420> has placed TNT at X= -96, Y= 15, Z= -880
[2023-07-21 17:53:15] [world_nether] The Player <wqe123420> has placed TNT at X= -98, Y= 15, Z= -880
[2023-07-21 17:53:16] [world_nether] The Player <wqe123420> has placed TNT at X= -100, Y= 15, Z= -880
[2023-07-21 17:53:16] [world_nether] The Player <wqe123420> has placed TNT at X= -102, Y= 15, Z= -880
[2023-07-21 17:53:17] [world_nether] The Player <wqe123420> has placed TNT at X= -104, Y= 15, Z= -880
[2023-07-21 17:53:17] [world_nether] The Player <wqe123420> has placed TNT at X= -106, Y= 15, Z= -880
[2023-07-21 17:53:17] [world_nether] The Player <wqe123420> has placed TNT at X= -108, Y= 15, Z= -880
[2023-07-21 17:53:18] [world_nether] The Player <wqe123420> has placed TNT at X= -110, Y= 15, Z= -880
[2023-07-21 17:53:18] [world_nether] The Player <wqe123420> has placed TNT at X= -112, Y= 15, Z= -880
[2023-07-21 17:53:19] [world_nether] The Player <wqe123420> has placed TNT at X= -114, Y= 15, Z= -880
[2023-07-21 17:53:19] [world_nether] The Player <wqe123420> has placed TNT at X= -116, Y= 15, Z= -880
[2023-07-21 17:53:20] [world_nether] The Player <wqe123420> has placed TNT at X= -118, Y= 15, Z= -880
[2023-07-21 17:53:22] [world_nether] The Player <wqe123420> has placed TNT at X= -120, Y= 14, Z= -880
[2023-07-21 17:53:22] [world_nether] The Player <wqe123420> has placed TNT at X= -120, Y= 15, Z= -880
[2023-07-21 17:53:23] [world_nether] The Player <wqe123420> has placed TNT at X= -122, Y= 15, Z= -880
[2023-07-21 17:53:24] [world_nether] The Player <wqe123420> has placed TNT at X= -124, Y= 15, Z= -880
[2023-07-21 17:53:24] [world_nether] The Player <wqe123420> has placed TNT at X= -126, Y= 15, Z= -880
[2023-07-21 17:53:25] [world_nether] The Player <wqe123420> has placed TNT at X= -128, Y= 15, Z= -880
[2023-07-21 17:53:25] [world_nether] The Player <wqe123420> has placed TNT at X= -130, Y= 15, Z= -880
[2023-07-21 17:53:25] [world_nether] The Player <wqe123420> has placed TNT at X= -132, Y= 15, Z= -880
[2023-07-21 17:53:26] [world_nether] The Player <wqe123420> has placed TNT at X= -134, Y= 15, Z= -880
[2023-07-21 17:53:26] [world_nether] The Player <wqe123420> has placed TNT at X= -136, Y= 15, Z= -880
[2023-07-21 17:53:29] [world_nether] The Player <wqe123420> has placed TNT at X= -138, Y= 15, Z= -880
[2023-07-21 17:53:30] [world_nether] The Player <wqe123420> has placed TNT at X= -139, Y= 15, Z= -880
[2023-07-21 17:53:30] [world_nether] The Player <wqe123420> has placed TNT at X= -141, Y= 15, Z= -880
[2023-07-21 17:53:31] [world_nether] The Player <wqe123420> has placed TNT at X= -143, Y= 15, Z= -880
[2023-07-21 17:53:33] [world_nether] The Player <wqe123420> has placed TNT at X= -145, Y= 15, Z= -880
[2023-07-21 17:53:34] [world_nether] The Player <wqe123420> has placed TNT at X= -147, Y= 15, Z= -880
[2023-07-21 17:53:34] [world_nether] The Player <wqe123420> has placed TNT at X= -149, Y= 15, Z= -880
[2023-07-21 17:53:35] [world_nether] The Player <wqe123420> has placed TNT at X= -151, Y= 15, Z= -880
[2023-07-21 17:53:35] [world_nether] The Player <wqe123420> has placed TNT at X= -153, Y= 15, Z= -880
[2023-07-21 17:53:36] [world_nether] The Player <wqe123420> has placed TNT at X= -155, Y= 15, Z= -880
[2023-07-21 17:53:38] [world_nether] The Player <wqe123420> has placed TNT at X= -157, Y= 15, Z= -880
[2023-07-21 17:53:39] [world_nether] The Player <wqe123420> has placed TNT at X= -159, Y= 15, Z= -880
[2023-07-21 17:53:47] [world_nether] The Player <wqe123420> has placed TNT at X= -161, Y= 15, Z= -880
[2023-07-21 17:53:48] [world_nether] The Player <wqe123420> has placed TNT at X= -163, Y= 15, Z= -880
[2023-07-21 17:53:48] [world_nether] The Player <wqe123420> has placed TNT at X= -165, Y= 15, Z= -880
[2023-07-21 17:53:49] [world_nether] The Player <wqe123420> has placed TNT at X= -167, Y= 15, Z= -880
[2023-07-21 17:53:49] [world_nether] The Player <wqe123420> has placed TNT at X= -169, Y= 15, Z= -880
[2023-07-21 17:53:50] [world_nether] The Player <wqe123420> has placed TNT at X= -171, Y= 15, Z= -880
[2023-07-21 17:53:50] [world_nether] The Player <wqe123420> has placed TNT at X= -173, Y= 15, Z= -880
[2023-07-21 17:53:50] [world_nether] The Player <wqe123420> has placed TNT at X= -175, Y= 15, Z= -880
[2023-07-21 17:53:51] [world_nether] The Player <wqe123420> has placed TNT at X= -177, Y= 15, Z= -880
[2023-07-21 17:53:53] [world_nether] The Player <wqe123420> has placed TNT at X= -179, Y= 15, Z= -880
[2023-07-21 17:53:54] [world_nether] The Player <wqe123420> has placed TNT at X= -181, Y= 15, Z= -880
[2023-07-21 17:53:54] [world_nether] The Player <wqe123420> has placed TNT at X= -183, Y= 15, Z= -880
[2023-07-21 17:53:55] [world_nether] The Player <wqe123420> has placed TNT at X= -185, Y= 15, Z= -880
[2023-07-21 17:53:55] [world_nether] The Player <wqe123420> has placed TNT at X= -187, Y= 15, Z= -880
[2023-07-21 17:53:56] [world_nether] The Player <wqe123420> has placed TNT at X= -189, Y= 15, Z= -880
[2023-07-21 17:53:56] [world_nether] The Player <wqe123420> has placed TNT at X= -191, Y= 15, Z= -880
[2023-07-21 17:53:57] [world_nether] The Player <wqe123420> has placed TNT at X= -193, Y= 15, Z= -880
[2023-07-21 17:53:57] [world_nether] The Player <wqe123420> has placed TNT at X= -195, Y= 15, Z= -880
[2023-07-21 17:53:58] [world_nether] The Player <wqe123420> has placed TNT at X= -197, Y= 15, Z= -880
[2023-07-21 17:54:00] [world_nether] The Player <wqe123420> has placed TNT at X= -199, Y= 15, Z= -880
[2023-07-21 17:54:01] [world_nether] The Player <wqe123420> has placed TNT at X= -201, Y= 15, Z= -880
[2023-07-21 17:54:01] [world_nether] The Player <wqe123420> has placed TNT at X= -203, Y= 15, Z= -880
[2023-07-21 17:54:02] [world_nether] The Player <wqe123420> has placed TNT at X= -205, Y= 15, Z= -880
[2023-07-21 17:54:02] [world_nether] The Player <wqe123420> has placed TNT at X= -207, Y= 15, Z= -880
[2023-07-21 17:54:03] [world_nether] The Player <wqe123420> has placed TNT at X= -209, Y= 15, Z= -880
[2023-07-21 17:54:03] [world_nether] The Player <wqe123420> has placed TNT at X= -211, Y= 15, Z= -880
[2023-07-21 17:54:03] [world_nether] The Player <wqe123420> has placed TNT at X= -213, Y= 15, Z= -880
[2023-07-21 17:54:04] [world_nether] The Player <wqe123420> has placed TNT at X= -215, Y= 15, Z= -880
[2023-07-21 17:54:04] [world_nether] The Player <wqe123420> has placed TNT at X= -217, Y= 15, Z= -880
[2023-07-21 17:54:05] [world_nether] The Player <wqe123420> has placed TNT at X= -219, Y= 15, Z= -880
[2023-07-21 17:54:05] [world_nether] The Player <wqe123420> has placed TNT at X= -221, Y= 15, Z= -880
[2023-07-21 17:54:06] [world_nether] The Player <wqe123420> has placed TNT at X= -223, Y= 15, Z= -880
[2023-07-21 17:54:06] [world_nether] The Player <wqe123420> has placed TNT at X= -225, Y= 15, Z= -880
[2023-07-21 17:54:07] [world_nether] The Player <wqe123420> has placed TNT at X= -227, Y= 15, Z= -880
[2023-07-21 17:54:07] [world_nether] The Player <wqe123420> has placed TNT at X= -229, Y= 15, Z= -880
[2023-07-21 17:54:08] [world_nether] The Player <wqe123420> has placed TNT at X= -231, Y= 15, Z= -880
[2023-07-21 17:54:08] [world_nether] The Player <wqe123420> has placed TNT at X= -233, Y= 15, Z= -880
[2023-07-21 17:55:22] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -164, Y= 8, Z= -881
[2023-07-21 17:55:22] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -164, Y= 9, Z= -881
[2023-07-21 17:55:22] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -164, Y= 10, Z= -881
[2023-07-21 17:55:34] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -159, Y= 9, Z= -883
[2023-07-21 17:55:35] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -159, Y= 10, Z= -883
[2023-07-21 17:55:35] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -160, Y= 9, Z= -883
[2023-07-21 17:55:36] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -160, Y= 10, Z= -883
[2023-07-21 17:55:37] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -160, Y= 11, Z= -883
[2023-07-21 17:55:41] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -159, Y= 11, Z= -883
[2023-07-21 17:55:41] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -159, Y= 12, Z= -883
[2023-07-21 17:55:41] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -159, Y= 13, Z= -883
[2023-07-21 17:55:42] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -159, Y= 14, Z= -883
[2023-07-21 17:56:17] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 4, Z= -882
[2023-07-21 17:56:18] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 5, Z= -882
[2023-07-21 17:56:18] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 6, Z= -882
[2023-07-21 17:56:18] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 7, Z= -882
[2023-07-21 17:56:18] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 8, Z= -882
[2023-07-21 17:56:18] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 9, Z= -882
[2023-07-21 17:56:18] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 10, Z= -882
[2023-07-21 17:56:19] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -95, Y= 11, Z= -882
[2023-07-21 17:56:36] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -68, Y= 9, Z= -880
[2023-07-21 17:56:36] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 10, Z= -881
[2023-07-21 17:56:36] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -68, Y= 10, Z= -880
[2023-07-21 17:56:36] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -67, Y= 10, Z= -880
[2023-07-21 17:56:36] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 11, Z= -881
[2023-07-21 17:56:36] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 12, Z= -881
[2023-07-21 17:56:36] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -67, Y= 11, Z= -880
[2023-07-21 17:56:36] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -67, Y= 12, Z= -880
[2023-07-21 17:56:36] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 13, Z= -881
[2023-07-21 17:56:36] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -67, Y= 13, Z= -880
[2023-07-21 17:56:36] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 14, Z= -881
[2023-07-21 17:56:37] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -67, Y= 14, Z= -880
[2023-07-21 17:56:37] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 15, Z= -881
[2023-07-21 17:56:37] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -67, Y= 15, Z= -880
[2023-07-21 17:56:37] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 16, Z= -881
[2023-07-21 17:56:37] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -67, Y= 17, Z= -881
[2023-07-21 17:56:57] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -56, Y= 6, Z= -878
[2023-07-21 17:56:57] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -57, Y= 6, Z= -878
[2023-07-21 17:56:58] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -57, Y= 7, Z= -878
[2023-07-21 17:57:00] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -53, Y= 7, Z= -878
[2023-07-21 17:57:00] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -54, Y= 7, Z= -878
[2023-07-21 17:57:01] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -54, Y= 6, Z= -878
[2023-07-21 17:58:16] [world_nether] The Player <wqe123420> has placed TNT at X= 8, Y= 15, Z= -880
[2023-07-21 17:58:17] [world_nether] The Player <wqe123420> has placed TNT at X= 6, Y= 15, Z= -880
[2023-07-21 17:58:17] [world_nether] The Player <wqe123420> has placed TNT at X= 4, Y= 15, Z= -880
[2023-07-21 17:58:20] [world_nether] The Player <wqe123420> has placed TNT at X= 2, Y= 15, Z= -880
[2023-07-21 17:58:21] [world_nether] The Player <wqe123420> has placed TNT at X= 0, Y= 15, Z= -880
[2023-07-21 17:58:22] [world_nether] The Player <wqe123420> has placed TNT at X= -2, Y= 15, Z= -880
[2023-07-21 17:58:22] [world_nether] The Player <wqe123420> has placed TNT at X= -4, Y= 15, Z= -880
[2023-07-21 17:58:24] [world_nether] The Player <wqe123420> has placed TNT at X= -6, Y= 15, Z= -880
[2023-07-21 17:58:27] [world_nether] The Player <wqe123420> has placed TNT at X= -8, Y= 15, Z= -880
[2023-07-21 17:58:29] [world_nether] The Player <wqe123420> has placed TNT at X= -10, Y= 15, Z= -880
[2023-07-21 17:58:56] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 8, Z= -883
[2023-07-21 17:58:57] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 9, Z= -883
[2023-07-21 17:58:57] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 10, Z= -883
[2023-07-21 17:58:57] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -6, Y= 9, Z= -878
[2023-07-21 17:58:57] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -6, Y= 10, Z= -878
[2023-07-21 17:58:57] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -6, Y= 11, Z= -878
[2023-07-21 17:58:57] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 11, Z= -883
[2023-07-21 17:58:57] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -6, Y= 12, Z= -878
[2023-07-21 17:58:57] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 12, Z= -883
[2023-07-21 17:58:58] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -6, Y= 13, Z= -878
[2023-07-21 17:58:58] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 13, Z= -883
[2023-07-21 17:58:58] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= -6, Y= 14, Z= -878
[2023-07-21 17:58:58] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 14, Z= -883
[2023-07-21 17:58:58] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 15, Z= -883
[2023-07-21 17:58:58] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 16, Z= -883
[2023-07-21 17:59:05] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -3, Y= 16, Z= -882
[2023-07-21 17:59:06] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -2, Y= 16, Z= -882
[2023-07-21 17:59:07] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -2, Y= 16, Z= -881
[2023-07-21 17:59:07] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -1, Y= 16, Z= -881
[2023-07-21 17:59:07] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= -1, Y= 16, Z= -882
[2023-07-21 17:59:46] [world_nether] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 54, Y= 15, Z= -880
[2023-07-21 17:59:51] [world_nether] The Player <wqe123420> has placed TNT at X= 54, Y= 15, Z= -880
[2023-07-21 17:59:51] [world_nether] The Player <wqe123420> has placed TNT at X= 52, Y= 15, Z= -880
[2023-07-21 17:59:52] [world_nether] The Player <wqe123420> has placed TNT at X= 50, Y= 15, Z= -880
[2023-07-21 17:59:52] [world_nether] The Player <wqe123420> has placed TNT at X= 48, Y= 15, Z= -880
[2023-07-21 17:59:53] [world_nether] The Player <wqe123420> has placed TNT at X= 46, Y= 15, Z= -880
[2023-07-21 17:59:53] [world_nether] The Player <wqe123420> has placed TNT at X= 44, Y= 15, Z= -880
[2023-07-21 17:59:54] [world_nether] The Player <wqe123420> has placed TNT at X= 42, Y= 15, Z= -880
[2023-07-21 17:59:54] [world_nether] The Player <wqe123420> has placed TNT at X= 40, Y= 15, Z= -880
[2023-07-21 17:59:55] [world_nether] The Player <wqe123420> has placed TNT at X= 38, Y= 15, Z= -880
[2023-07-21 17:59:55] [world_nether] The Player <wqe123420> has placed TNT at X= 37, Y= 15, Z= -880
[2023-07-21 17:59:56] [world_nether] The Player <wqe123420> has placed TNT at X= 35, Y= 15, Z= -880
[2023-07-21 17:59:56] [world_nether] The Player <wqe123420> has placed TNT at X= 33, Y= 15, Z= -880
[2023-07-21 17:59:57] [world_nether] The Player <wqe123420> has placed TNT at X= 31, Y= 15, Z= -880
[2023-07-21 17:59:57] [world_nether] The Player <wqe123420> has placed TNT at X= 29, Y= 15, Z= -880
[2023-07-21 17:59:58] [world_nether] The Player <wqe123420> has placed TNT at X= 27, Y= 15, Z= -880
[2023-07-21 17:59:58] [world_nether] The Player <wqe123420> has placed TNT at X= 25, Y= 15, Z= -880
[2023-07-21 17:59:59] [world_nether] The Player <wqe123420> has placed TNT at X= 23, Y= 15, Z= -880
[2023-07-21 17:59:59] [world_nether] The Player <wqe123420> has placed TNT at X= 21, Y= 15, Z= -880
[2023-07-21 18:00:03] [world_nether] The Player <Funget114514> has placed TNT at X= 42, Y= 15, Z= -880
[2023-07-21 18:00:05] [world_nether] The Player <Funget114514> has placed TNT at X= 40, Y= 15, Z= -882
[2023-07-21 18:00:16] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 33, Y= 9, Z= -875
[2023-07-21 18:00:16] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 33, Y= 10, Z= -875
