[2023-07-11 08:39:14] [world] The Player <Funget114514> has placed SAND at X= -27, Y= 62, Z= -288
[2023-07-11 11:04:34] [world] The Player <Enderlava> has placed GLASS at X= 10, Y= 69, Z= -325
[2023-07-11 11:04:34] [world] The Player <Enderlava> has placed GLASS at X= 11, Y= 68, Z= -325
[2023-07-11 11:04:34] [world] The Player <Enderlava> has placed GLASS at X= 11, Y= 69, Z= -325
[2023-07-11 11:04:35] [world] The Player <Enderlava> has placed GLASS at X= 12, Y= 68, Z= -325
[2023-07-11 11:04:35] [world] The Player <Enderlava> has placed GLASS at X= 12, Y= 69, Z= -325
[2023-07-11 11:04:36] [world] The Player <Enderlava> has placed GLASS at X= 13, Y= 67, Z= -325
[2023-07-11 11:04:39] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 67, Z= -325
[2023-07-11 11:04:39] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 68, Z= -325
[2023-07-11 11:04:39] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 69, Z= -325
[2023-07-11 11:04:41] [world] The Player <Enderlava> has placed GLASS at X= 13, Y= 68, Z= -325
[2023-07-11 11:04:42] [world] The Player <Enderlava> has placed GLASS at X= 13, Y= 69, Z= -325
[2023-07-11 11:04:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -315
[2023-07-11 11:04:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -316
[2023-07-11 11:04:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -317
[2023-07-11 11:04:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -318
[2023-07-11 11:04:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -319
[2023-07-11 11:04:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -320
[2023-07-11 11:04:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -321
[2023-07-11 11:04:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -322
[2023-07-11 11:04:48] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -323
[2023-07-11 11:04:48] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -324
[2023-07-11 11:04:49] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 70, Z= -325
[2023-07-11 11:05:05] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 13, Y= 70, Z= -325
[2023-07-11 11:05:06] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 70, Z= -325
[2023-07-11 11:05:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 70, Z= -325
[2023-07-11 11:05:11] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 70, Z= -325
[2023-07-11 11:05:11] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 70, Z= -325
[2023-07-11 11:05:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 70, Z= -325
[2023-07-11 11:05:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 70, Z= -325
[2023-07-11 11:05:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 70, Z= -325
[2023-07-11 11:05:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 70, Z= -325
[2023-07-11 11:05:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -325
[2023-07-11 11:05:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -324
[2023-07-11 11:05:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -323
[2023-07-11 11:05:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -322
[2023-07-11 11:05:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -321
[2023-07-11 11:05:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -320
[2023-07-11 11:05:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -319
[2023-07-11 11:05:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -318
[2023-07-11 11:05:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -317
[2023-07-11 11:05:18] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -316
[2023-07-11 11:05:19] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 70, Z= -315
[2023-07-11 11:05:19] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 70, Z= -315
[2023-07-11 11:05:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 70, Z= -315
[2023-07-11 11:05:22] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 13, Y= 70, Z= -315
[2023-07-11 11:05:22] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 70, Z= -315
[2023-07-11 11:05:22] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 70, Z= -315
[2023-07-11 11:05:22] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 70, Z= -315
[2023-07-11 11:05:23] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 70, Z= -315
[2023-07-11 11:05:23] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 70, Z= -315
[2023-07-11 11:05:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 70, Z= -315
[2023-07-11 11:05:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -325
[2023-07-11 11:05:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -324
[2023-07-11 11:05:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -323
[2023-07-11 11:05:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -322
[2023-07-11 11:05:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -321
[2023-07-11 11:05:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -320
[2023-07-11 11:05:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -319
[2023-07-11 11:05:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -318
[2023-07-11 11:05:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -317
[2023-07-11 11:05:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -316
[2023-07-11 11:05:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 71, Z= -315
[2023-07-11 11:06:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 61, Z= -325
[2023-07-11 11:06:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 62, Z= -325
[2023-07-11 11:06:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 63, Z= -325
[2023-07-11 11:06:10] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 64, Z= -325
[2023-07-11 11:06:10] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 65, Z= -325
[2023-07-11 11:06:10] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 66, Z= -325
[2023-07-11 11:06:10] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 67, Z= -325
[2023-07-11 11:06:11] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 68, Z= -325
[2023-07-11 11:06:11] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 69, Z= -325
[2023-07-11 11:06:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -325
[2023-07-11 11:06:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -324
[2023-07-11 11:06:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -323
[2023-07-11 11:06:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -315
[2023-07-11 11:06:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -316
[2023-07-11 11:06:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -317
[2023-07-11 11:06:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -318
[2023-07-11 11:06:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -319
[2023-07-11 11:06:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -320
[2023-07-11 11:06:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -321
[2023-07-11 11:06:18] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 71, Z= -322
[2023-07-11 11:06:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 13, Y= 71, Z= -325
[2023-07-11 11:06:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 71, Z= -325
[2023-07-11 11:06:23] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -325
[2023-07-11 11:06:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 71, Z= -325
[2023-07-11 11:06:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 71, Z= -325
[2023-07-11 11:06:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 71, Z= -325
[2023-07-11 11:06:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 71, Z= -325
[2023-07-11 11:06:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 71, Z= -325
[2023-07-11 11:06:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 71, Z= -325
[2023-07-11 11:06:26] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 71, Z= -325
[2023-07-11 11:06:30] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 72, Z= -325
[2023-07-11 11:06:34] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 13, Y= 72, Z= -325
[2023-07-11 11:06:34] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 72, Z= -325
[2023-07-11 11:06:35] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 72, Z= -325
[2023-07-11 11:06:35] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 73, Z= -325
[2023-07-11 11:06:36] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 74, Z= -325
[2023-07-11 11:06:38] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 72, Z= -325
[2023-07-11 11:06:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 72, Z= -325
[2023-07-11 11:06:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 72, Z= -325
[2023-07-11 11:06:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 72, Z= -325
[2023-07-11 11:06:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 72, Z= -325
[2023-07-11 11:06:48] [world] The Player <Funget114514> has placed BLUE_SHULKER_BOX at X= -27, Y= 69, Z= -280
[2023-07-11 11:06:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 62, Z= -325
[2023-07-11 11:06:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 63, Z= -325
[2023-07-11 11:06:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 64, Z= -325
[2023-07-11 11:06:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 65, Z= -325
[2023-07-11 11:06:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 66, Z= -325
[2023-07-11 11:06:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 67, Z= -325
[2023-07-11 11:06:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 68, Z= -325
[2023-07-11 11:06:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 69, Z= -325
[2023-07-11 11:07:01] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 70, Z= -325
[2023-07-11 11:07:02] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 70, Z= -325
[2023-07-11 11:07:04] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -325
[2023-07-11 11:07:05] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -324
[2023-07-11 11:07:06] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -323
[2023-07-11 11:07:07] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -322
[2023-07-11 11:07:07] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -321
[2023-07-11 11:07:07] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -320
[2023-07-11 11:07:08] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -319
[2023-07-11 11:07:08] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -318
[2023-07-11 11:07:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -317
[2023-07-11 11:07:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -316
[2023-07-11 11:07:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 63, Z= -324
[2023-07-11 11:07:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 63, Z= -324
[2023-07-11 11:07:18] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 2, Y= 62, Z= -324
[2023-07-11 11:07:19] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 64, Z= -324
[2023-07-11 11:07:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 65, Z= -324
[2023-07-11 11:07:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 66, Z= -324
[2023-07-11 11:07:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 67, Z= -324
[2023-07-11 11:07:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 68, Z= -324
[2023-07-11 11:07:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 69, Z= -324
[2023-07-11 11:07:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 70, Z= -324
[2023-07-11 11:07:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 3, Y= 71, Z= -324
[2023-07-11 11:07:27] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 72, Z= -315
[2023-07-11 11:07:27] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 71, Z= -315
[2023-07-11 11:07:28] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 72, Z= -315
[2023-07-11 11:07:28] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 71, Z= -315
[2023-07-11 11:07:28] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 72, Z= -315
[2023-07-11 11:07:29] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 71, Z= -315
[2023-07-11 11:07:30] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 72, Z= -315
[2023-07-11 11:07:30] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 71, Z= -315
[2023-07-11 11:07:30] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 72, Z= -315
[2023-07-11 11:07:31] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 71, Z= -315
[2023-07-11 11:07:31] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 72, Z= -315
[2023-07-11 11:07:34] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 71, Z= -315
[2023-07-11 11:07:34] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 71, Z= -315
[2023-07-11 11:07:34] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 71, Z= -315
[2023-07-11 11:07:35] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 72, Z= -315
[2023-07-11 11:07:35] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 72, Z= -315
[2023-07-11 11:07:36] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 13, Y= 71, Z= -315
[2023-07-11 11:07:37] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 72, Z= -315
[2023-07-11 11:07:37] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 13, Y= 72, Z= -315
[2023-07-11 11:07:43] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -315
[2023-07-11 11:07:43] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -316
[2023-07-11 11:07:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -317
[2023-07-11 11:07:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -319
[2023-07-11 11:07:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -320
[2023-07-11 11:07:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -321
[2023-07-11 11:07:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -323
[2023-07-11 11:07:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -324
[2023-07-11 11:07:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -322
[2023-07-11 11:07:56] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 72, Z= -318
[2023-07-11 11:08:28] [world] The Player <Enderlava> has placed GLASS at X= 13, Y= 73, Z= -315
[2023-07-11 11:08:29] [world] The Player <Enderlava> has placed GLASS at X= 12, Y= 73, Z= -315
[2023-07-11 11:08:30] [world] The Player <Enderlava> has placed GLASS at X= 10, Y= 73, Z= -315
[2023-07-11 11:08:31] [world] The Player <Enderlava> has placed GLASS at X= 11, Y= 73, Z= -315
[2023-07-11 11:08:33] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 73, Z= -315
[2023-07-11 11:08:34] [world] The Player <Enderlava> has placed GLASS at X= 8, Y= 73, Z= -315
[2023-07-11 11:08:35] [world] The Player <Enderlava> has placed GLASS at X= 7, Y= 73, Z= -315
[2023-07-11 11:08:35] [world] The Player <Enderlava> has placed GLASS at X= 5, Y= 73, Z= -315
[2023-07-11 11:08:35] [world] The Player <Enderlava> has placed GLASS at X= 6, Y= 73, Z= -315
[2023-07-11 11:08:40] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 73, Z= -315
[2023-07-11 11:08:43] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -316
[2023-07-11 11:08:43] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -317
[2023-07-11 11:08:44] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -318
[2023-07-11 11:08:44] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -319
[2023-07-11 11:08:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 73, Z= -320
[2023-07-11 11:08:47] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -321
[2023-07-11 11:08:47] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -322
[2023-07-11 11:08:48] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -323
[2023-07-11 11:08:48] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 73, Z= -324
[2023-07-11 11:08:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 73, Z= -325
[2023-07-11 11:08:51] [world] The Player <Enderlava> has placed GLASS at X= 5, Y= 73, Z= -325
[2023-07-11 11:08:52] [world] The Player <Enderlava> has placed GLASS at X= 6, Y= 73, Z= -325
[2023-07-11 11:08:52] [world] The Player <Enderlava> has placed GLASS at X= 7, Y= 73, Z= -325
[2023-07-11 11:08:53] [world] The Player <Enderlava> has placed GLASS at X= 8, Y= 73, Z= -325
[2023-07-11 11:08:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 73, Z= -325
[2023-07-11 11:08:55] [world] The Player <Enderlava> has placed GLASS at X= 10, Y= 73, Z= -325
[2023-07-11 11:09:03] [world] The Player <Enderlava> has placed GLASS at X= 11, Y= 73, Z= -325
[2023-07-11 11:09:04] [world] The Player <Enderlava> has placed GLASS at X= 12, Y= 73, Z= -325
[2023-07-11 11:09:04] [world] The Player <Enderlava> has placed GLASS at X= 13, Y= 73, Z= -325
[2023-07-11 11:09:06] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 73, Z= -325
[2023-07-11 11:09:07] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -324
[2023-07-11 11:09:08] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -323
[2023-07-11 11:09:09] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -322
[2023-07-11 11:09:09] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -321
[2023-07-11 11:09:10] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 73, Z= -320
[2023-07-11 11:09:11] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -319
[2023-07-11 11:09:11] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -318
[2023-07-11 11:09:12] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -317
[2023-07-11 11:09:13] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 73, Z= -316
[2023-07-11 11:09:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 73, Z= -315
[2023-07-11 11:09:31] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 74, Z= -315
[2023-07-11 11:09:33] [world] The Player <Enderlava> has placed GLASS at X= 13, Y= 74, Z= -315
[2023-07-11 11:09:35] [world] The Player <Enderlava> has placed GLASS at X= 12, Y= 74, Z= -315
[2023-07-11 11:09:35] [world] The Player <Enderlava> has placed GLASS at X= 11, Y= 74, Z= -315
[2023-07-11 11:09:36] [world] The Player <Enderlava> has placed GLASS at X= 10, Y= 74, Z= -315
[2023-07-11 11:09:38] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 74, Z= -315
[2023-07-11 11:09:39] [world] The Player <Enderlava> has placed GLASS at X= 8, Y= 74, Z= -315
[2023-07-11 11:09:39] [world] The Player <Enderlava> has placed GLASS at X= 7, Y= 74, Z= -315
[2023-07-11 11:09:40] [world] The Player <Enderlava> has placed GLASS at X= 6, Y= 74, Z= -315
[2023-07-11 11:09:40] [world] The Player <Enderlava> has placed GLASS at X= 5, Y= 74, Z= -315
[2023-07-11 11:09:41] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 74, Z= -315
[2023-07-11 11:09:42] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -316
[2023-07-11 11:09:42] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -317
[2023-07-11 11:09:43] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -318
[2023-07-11 11:09:44] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -319
[2023-07-11 11:09:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 74, Z= -320
[2023-07-11 11:09:46] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -321
[2023-07-11 11:09:46] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -322
[2023-07-11 11:09:47] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -323
[2023-07-11 11:09:49] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 74, Z= -324
[2023-07-11 11:09:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 74, Z= -325
[2023-07-11 11:09:51] [world] The Player <Enderlava> has placed GLASS at X= 5, Y= 74, Z= -325
[2023-07-11 11:09:51] [world] The Player <Enderlava> has placed GLASS at X= 6, Y= 74, Z= -325
[2023-07-11 11:09:52] [world] The Player <Enderlava> has placed GLASS at X= 8, Y= 74, Z= -325
[2023-07-11 11:09:52] [world] The Player <Enderlava> has placed GLASS at X= 7, Y= 74, Z= -325
[2023-07-11 11:09:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 74, Z= -325
[2023-07-11 11:09:55] [world] The Player <Enderlava> has placed GLASS at X= 10, Y= 74, Z= -325
[2023-07-11 11:09:56] [world] The Player <Enderlava> has placed GLASS at X= 11, Y= 74, Z= -325
[2023-07-11 11:09:56] [world] The Player <Enderlava> has placed GLASS at X= 12, Y= 74, Z= -325
[2023-07-11 11:09:57] [world] The Player <Enderlava> has placed GLASS at X= 13, Y= 74, Z= -325
[2023-07-11 11:09:58] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 74, Z= -325
[2023-07-11 11:10:01] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -324
[2023-07-11 11:10:01] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -323
[2023-07-11 11:10:02] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -322
[2023-07-11 11:10:09] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -321
[2023-07-11 11:10:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 14, Y= 74, Z= -320
[2023-07-11 11:10:14] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -319
[2023-07-11 11:10:15] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -318
[2023-07-11 11:10:15] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -317
[2023-07-11 11:10:16] [world] The Player <Enderlava> has placed GLASS at X= 14, Y= 74, Z= -316
[2023-07-11 11:10:23] [world] The Player <Funget114514> has placed SUGAR_CANE at X= 12, Y= 64, Z= -304
[2023-07-11 11:10:24] [world] The Player <Funget114514> has placed SUGAR_CANE at X= 11, Y= 64, Z= -304
[2023-07-11 11:11:02] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 4, Y= 75, Z= -315
[2023-07-11 11:11:03] [world] The Player <Enderlava> has placed GLASS at X= 4, Y= 75, Z= -316
