[2023-07-07 08:28:34] [world] The Player <Funget114514> has placed GRINDSTONE at X= -25, Y= 70, Z= -284
[2023-07-07 10:42:21] [world] The Player <wegwe> has placed CHEST at X= 38, Y= 61, Z= -273
[2023-07-07 10:42:31] [world] The Player <wegwe> has placed CHEST at X= 38, Y= 60, Z= -271
[2023-07-07 10:42:33] [world] The Player <wegwe> has placed CHEST at X= 37, Y= 60, Z= -272
[2023-07-07 10:43:18] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 59, Z= -270
[2023-07-07 10:43:19] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 59, Z= -270
[2023-07-07 10:43:19] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 60, Z= -270
[2023-07-07 10:43:20] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 59, Z= -270
[2023-07-07 10:43:20] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 60, Z= -270
[2023-07-07 10:43:22] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 61, Z= -270
[2023-07-07 10:43:24] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 62, Z= -270
[2023-07-07 10:43:25] [world] The Player <wegwe> has placed GRAVEL at X= 38, Y= 62, Z= -270
[2023-07-07 10:43:31] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 60, Z= -271
[2023-07-07 10:43:31] [world] The Player <wegwe> has placed GRAVEL at X= 39, Y= 60, Z= -271
[2023-07-07 10:43:49] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 59, Z= -271
[2023-07-07 10:43:51] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 59, Z= -271
[2023-07-07 10:43:52] [world] The Player <wegwe> has placed COBBLESTONE at X= 37, Y= 59, Z= -272
[2023-07-07 10:43:53] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 59, Z= -272
[2023-07-07 10:43:53] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 59, Z= -272
[2023-07-07 10:43:56] [world] The Player <wegwe> has placed COBBLESTONE at X= 37, Y= 59, Z= -273
[2023-07-07 10:43:57] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 59, Z= -273
[2023-07-07 10:43:57] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 59, Z= -273
[2023-07-07 10:43:58] [world] The Player <wegwe> has placed COBBLESTONE at X= 37, Y= 61, Z= -274
[2023-07-07 10:43:59] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 61, Z= -274
[2023-07-07 10:44:00] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 59, Z= -274
[2023-07-07 10:44:00] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 59, Z= -274
[2023-07-07 10:44:01] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 60, Z= -274
[2023-07-07 10:44:26] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 61, Z= -274
[2023-07-07 10:44:27] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 62, Z= -274
[2023-07-07 10:44:28] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 60, Z= -271
[2023-07-07 10:44:28] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 60, Z= -272
[2023-07-07 10:44:29] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 60, Z= -273
[2023-07-07 10:44:29] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 60, Z= -272
[2023-07-07 10:44:33] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 62, Z= -273
[2023-07-07 10:44:34] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 61, Z= -273
[2023-07-07 10:44:34] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 61, Z= -272
[2023-07-07 10:44:35] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 62, Z= -272
[2023-07-07 10:44:37] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 61, Z= -271
[2023-07-07 10:44:42] [world] The Player <wegwe> has placed COBBLESTONE at X= 39, Y= 62, Z= -271
[2023-07-07 10:44:48] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 61, Z= -271
[2023-07-07 10:44:54] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 62, Z= -273
[2023-07-07 10:44:54] [world] The Player <wegwe> has placed COBBLESTONE at X= 38, Y= 62, Z= -272
[2023-07-07 10:47:03] [world] The Player <wqe123420> has placed TNT at X= -14, Y= 73, Z= -229
[2023-07-07 10:47:03] [world] The Player <wqe123420> has placed TNT at X= -14, Y= 73, Z= -228
[2023-07-07 10:47:03] [world] The Player <wqe123420> has placed TNT at X= -13, Y= 73, Z= -228
[2023-07-07 10:47:35] [world] The Player <wqe123420> has placed TNT at X= -11, Y= 69, Z= -229
[2023-07-07 10:47:35] [world] The Player <wqe123420> has placed TNT at X= -11, Y= 70, Z= -229
[2023-07-07 10:47:35] [world] The Player <wqe123420> has placed TNT at X= -11, Y= 71, Z= -229
[2023-07-07 10:47:36] [world] The Player <wqe123420> has placed TNT at X= -11, Y= 72, Z= -229
[2023-07-07 10:47:36] [world] The Player <wqe123420> has placed TNT at X= -11, Y= 73, Z= -229
[2023-07-07 10:48:13] [world] The Player <Enderlava> has placed TNT at X= -15, Y= 69, Z= -229
[2023-07-07 10:48:13] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 69, Z= -229
[2023-07-07 10:48:13] [world] The Player <Enderlava> has placed TNT at X= -15, Y= 70, Z= -229
[2023-07-07 10:48:13] [world] The Player <Enderlava> has placed TNT at X= -15, Y= 71, Z= -229
[2023-07-07 10:48:14] [world] The Player <Enderlava> has placed TNT at X= -15, Y= 72, Z= -229
[2023-07-07 10:48:29] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 69, Z= -230
[2023-07-07 10:48:29] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 70, Z= -230
[2023-07-07 10:48:29] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 70, Z= -231
[2023-07-07 10:48:30] [world] The Player <Enderlava> has placed TNT at X= -15, Y= 69, Z= -231
[2023-07-07 10:48:30] [world] The Player <Enderlava> has placed TNT at X= -15, Y= 70, Z= -232
[2023-07-07 10:48:31] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 71, Z= -231
[2023-07-07 10:48:31] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 71, Z= -232
[2023-07-07 10:48:32] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 72, Z= -232
[2023-07-07 10:48:32] [world] The Player <Enderlava> has placed TNT at X= -16, Y= 73, Z= -232
[2023-07-07 10:48:33] [world] The Player <Enderlava> has placed TNT at X= -17, Y= 72, Z= -232
[2023-07-07 10:48:33] [world] The Player <Enderlava> has placed TNT at X= -17, Y= 72, Z= -232
[2023-07-07 10:48:33] [world] The Player <Enderlava> has placed TNT at X= -17, Y= 73, Z= -232
[2023-07-07 10:48:34] [world] The Player <Enderlava> has placed TNT at X= -17, Y= 74, Z= -232
[2023-07-07 10:51:26] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 58, Z= -234
[2023-07-07 10:51:26] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 59, Z= -234
[2023-07-07 10:51:27] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 60, Z= -234
[2023-07-07 10:51:27] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 61, Z= -234
[2023-07-07 10:51:28] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 62, Z= -234
[2023-07-07 10:51:32] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 63, Z= -234
[2023-07-07 10:51:32] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 64, Z= -234
[2023-07-07 10:51:33] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 65, Z= -234
[2023-07-07 10:51:33] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 66, Z= -234
[2023-07-07 10:51:34] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 67, Z= -234
[2023-07-07 10:51:37] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 68, Z= -234
[2023-07-07 10:51:37] [world] The Player <Funget114514> has placed DIRT at X= -4, Y= 69, Z= -234
[2023-07-07 10:57:21] [world] The Player <wqe123420> has placed IRON_BLOCK at X= -65, Y= 73, Z= -224
[2023-07-07 10:57:25] [world] The Player <wqe123420> has placed TNT at X= -64, Y= 73, Z= -224
[2023-07-07 10:57:25] [world] The Player <wqe123420> has placed TNT at X= -64, Y= 73, Z= -225
[2023-07-07 10:57:26] [world] The Player <wqe123420> has placed TNT at X= -65, Y= 73, Z= -225
[2023-07-07 10:57:27] [world] The Player <wqe123420> has placed TNT at X= -66, Y= 73, Z= -224
[2023-07-07 10:57:28] [world] The Player <wqe123420> has placed TNT at X= -65, Y= 73, Z= -223
[2023-07-07 10:57:29] [world] The Player <wqe123420> has placed TNT at X= -64, Y= 73, Z= -223
[2023-07-07 10:57:29] [world] The Player <wqe123420> has placed TNT at X= -66, Y= 73, Z= -223
[2023-07-07 10:57:30] [world] The Player <wqe123420> has placed TNT at X= -66, Y= 73, Z= -225
[2023-07-07 10:57:31] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -65, Y= 74, Z= -224
[2023-07-07 10:58:08] [world] The Player <wqe123420> has placed IRON_BLOCK at X= -49, Y= 74, Z= -221
[2023-07-07 10:58:12] [world] The Player <wqe123420> has placed TNT at X= -48, Y= 74, Z= -220
[2023-07-07 10:58:12] [world] The Player <wqe123420> has placed TNT at X= -48, Y= 74, Z= -221
[2023-07-07 10:58:13] [world] The Player <wqe123420> has placed TNT at X= -48, Y= 73, Z= -222
[2023-07-07 10:58:13] [world] The Player <wqe123420> has placed TNT at X= -48, Y= 74, Z= -222
[2023-07-07 10:58:14] [world] The Player <wqe123420> has placed TNT at X= -49, Y= 74, Z= -222
[2023-07-07 10:58:14] [world] The Player <wqe123420> has placed TNT at X= -50, Y= 74, Z= -222
[2023-07-07 10:58:14] [world] The Player <wqe123420> has placed TNT at X= -50, Y= 74, Z= -221
[2023-07-07 10:58:15] [world] The Player <wqe123420> has placed TNT at X= -50, Y= 74, Z= -220
[2023-07-07 10:58:16] [world] The Player <wqe123420> has placed TNT at X= -49, Y= 74, Z= -220
[2023-07-07 10:58:16] [world] The Player <wqe123420> has placed TNT at X= -48, Y= 75, Z= -220
[2023-07-07 10:58:16] [world] The Player <wqe123420> has placed TNT at X= -49, Y= 75, Z= -220
[2023-07-07 10:58:17] [world] The Player <wqe123420> has placed TNT at X= -50, Y= 75, Z= -220
[2023-07-07 10:58:17] [world] The Player <wqe123420> has placed TNT at X= -50, Y= 75, Z= -221
[2023-07-07 10:58:18] [world] The Player <wqe123420> has placed TNT at X= -50, Y= 75, Z= -222
[2023-07-07 10:58:18] [world] The Player <wqe123420> has placed TNT at X= -49, Y= 75, Z= -222
[2023-07-07 10:58:18] [world] The Player <wqe123420> has placed TNT at X= -48, Y= 75, Z= -222
[2023-07-07 10:58:19] [world] The Player <wqe123420> has placed TNT at X= -48, Y= 75, Z= -221
[2023-07-07 10:58:22] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -49, Y= 75, Z= -221
[2023-07-07 10:58:38] [world] The Player <wqe123420> has placed IRON_BLOCK at X= -43, Y= 75, Z= -221
[2023-07-07 10:58:40] [world] The Player <wqe123420> has placed TNT at X= -42, Y= 75, Z= -221
[2023-07-07 10:58:41] [world] The Player <wqe123420> has placed TNT at X= -42, Y= 76, Z= -221
[2023-07-07 10:58:41] [world] The Player <wqe123420> has placed TNT at X= -42, Y= 77, Z= -221
[2023-07-07 10:58:42] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 75, Z= -222
[2023-07-07 10:58:42] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 76, Z= -222
[2023-07-07 10:58:43] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 77, Z= -222
[2023-07-07 10:58:43] [world] The Player <wqe123420> has placed TNT at X= -44, Y= 75, Z= -221
[2023-07-07 10:58:43] [world] The Player <wqe123420> has placed TNT at X= -44, Y= 76, Z= -221
[2023-07-07 10:58:44] [world] The Player <wqe123420> has placed TNT at X= -44, Y= 77, Z= -221
[2023-07-07 10:58:44] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 75, Z= -220
[2023-07-07 10:58:45] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 76, Z= -220
[2023-07-07 10:58:45] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 77, Z= -220
[2023-07-07 10:58:53] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -43, Y= 76, Z= -221
[2023-07-07 10:59:05] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -47, Y= 75, Z= -220
[2023-07-07 10:59:13] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 75, Z= -211
[2023-07-07 10:59:14] [world] The Player <wqe123420> has placed TNT at X= -42, Y= 75, Z= -211
[2023-07-07 10:59:14] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 75, Z= -212
[2023-07-07 10:59:14] [world] The Player <wqe123420> has placed TNT at X= -42, Y= 75, Z= -212
[2023-07-07 10:59:16] [world] The Player <wqe123420> has placed TNT at X= -44, Y= 75, Z= -211
[2023-07-07 10:59:16] [world] The Player <wqe123420> has placed TNT at X= -44, Y= 75, Z= -212
[2023-07-07 10:59:16] [world] The Player <wqe123420> has placed TNT at X= -44, Y= 75, Z= -213
[2023-07-07 10:59:17] [world] The Player <wqe123420> has placed TNT at X= -43, Y= 75, Z= -213
[2023-07-07 10:59:17] [world] The Player <wqe123420> has placed TNT at X= -42, Y= 75, Z= -213
[2023-07-07 10:59:18] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -43, Y= 76, Z= -212
[2023-07-07 10:59:53] [world] The Player <wqe123420> has placed TNT at X= -46, Y= 72, Z= -188
[2023-07-07 10:59:54] [world] The Player <wqe123420> has placed TNT at X= -47, Y= 72, Z= -188
[2023-07-07 10:59:54] [world] The Player <wqe123420> has placed TNT at X= -47, Y= 73, Z= -188
[2023-07-07 10:59:55] [world] The Player <wqe123420> has placed TNT at X= -47, Y= 73, Z= -189
[2023-07-07 10:59:56] [world] The Player <wqe123420> has placed TNT at X= -46, Y= 73, Z= -189
[2023-07-07 10:59:57] [world] The Player <wqe123420> has placed TNT at X= -46, Y= 73, Z= -188
[2023-07-07 11:00:01] [world] The Player <wqe123420> has placed TNT at X= -45, Y= 73, Z= -189
[2023-07-07 11:00:02] [world] The Player <wqe123420> has placed TNT at X= -45, Y= 73, Z= -188
[2023-07-07 11:00:02] [world] The Player <wqe123420> has placed TNT at X= -45, Y= 73, Z= -187
[2023-07-07 11:00:03] [world] The Player <wqe123420> has placed TNT at X= -46, Y= 73, Z= -187
[2023-07-07 11:00:03] [world] The Player <wqe123420> has placed TNT at X= -47, Y= 73, Z= -187
[2023-07-07 11:00:06] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -46, Y= 73, Z= -188
[2023-07-07 11:00:37] [world] The Player <wqe123420> has placed TNT at X= -25, Y= 75, Z= -221
[2023-07-07 11:00:38] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -26, Y= 75, Z= -221
[2023-07-07 11:00:46] [world] The Player <wqe123420> has placed TNT at X= -33, Y= 75, Z= -226
[2023-07-07 11:00:46] [world] The Player <wqe123420> has placed TNT at X= -33, Y= 76, Z= -226
[2023-07-07 11:00:47] [world] The Player <wqe123420> has placed TNT at X= -33, Y= 76, Z= -225
[2023-07-07 11:00:48] [world] The Player <wqe123420> has placed TNT at X= -34, Y= 76, Z= -225
[2023-07-07 11:00:49] [world] The Player <wqe123420> has placed TNT at X= -34, Y= 76, Z= -226
[2023-07-07 11:00:50] [world] The Player <wqe123420> has placed TNT at X= -34, Y= 76, Z= -227
[2023-07-07 11:00:51] [world] The Player <wqe123420> has placed TNT at X= -33, Y= 76, Z= -227
[2023-07-07 11:00:52] [world] The Player <wqe123420> has placed TNT at X= -34, Y= 76, Z= -226
[2023-07-07 11:00:56] [world] The Player <wqe123420> has placed TNT at X= -32, Y= 76, Z= -227
[2023-07-07 11:00:57] [world] The Player <wqe123420> has placed TNT at X= -32, Y= 76, Z= -226
[2023-07-07 11:00:57] [world] The Player <wqe123420> has placed TNT at X= -32, Y= 76, Z= -225
[2023-07-07 11:00:59] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -33, Y= 76, Z= -226
[2023-07-07 11:01:03] [world] The Player <wqe123420> has placed TNT at X= -33, Y= 75, Z= -227
[2023-07-07 11:01:08] [world] The Player <wqe123420> has placed TNT at X= -33, Y= 76, Z= -227
[2023-07-07 11:01:09] [world] The Player <wqe123420> has placed BIRCH_BUTTON at X= -33, Y= 76, Z= -226
[2023-07-07 11:04:45] [world] The Player <wqe123420> has placed IRON_BLOCK at X= -38, Y= 73, Z= -230
[2023-07-07 11:10:37] [world] The Player <Xw114> has placed SHULKER_BOX at X= 19, Y= 62, Z= -287
[2023-07-07 11:10:46] [world] The Player <Xw114> has placed SAND at X= 17, Y= 62, Z= -286
[2023-07-07 11:10:48] [world] The Player <Xw114> has placed SAND at X= 17, Y= 62, Z= -287
[2023-07-07 11:11:00] [world] The Player <Xw114> has placed SAND at X= 17, Y= 62, Z= -283
[2023-07-07 11:11:02] [world] The Player <Xw114> has placed SAND at X= 17, Y= 62, Z= -284
[2023-07-07 11:11:03] [world] The Player <Xw114> has placed SAND at X= 16, Y= 62, Z= -286
[2023-07-07 11:11:04] [world] The Player <Xw114> has placed SAND at X= 16, Y= 62, Z= -286
[2023-07-07 11:11:04] [world] The Player <Xw114> has placed SAND at X= 16, Y= 62, Z= -285
[2023-07-07 11:11:05] [world] The Player <Xw114> has placed SAND at X= 16, Y= 62, Z= -285
[2023-07-07 11:11:13] [world] The Player <Xw114> has placed SAND at X= 24, Y= 62, Z= -289
[2023-07-07 11:13:15] [world] The Player <Xw114> has placed SAND at X= 22, Y= 62, Z= -285
[2023-07-07 11:13:15] [world] The Player <Xw114> has placed SAND at X= 22, Y= 62, Z= -285
[2023-07-07 11:13:16] [world] The Player <Xw114> has placed SAND at X= 22, Y= 62, Z= -285
[2023-07-07 11:13:17] [world] The Player <Xw114> has placed SAND at X= 22, Y= 62, Z= -285
[2023-07-07 11:13:18] [world] The Player <Xw114> has placed SAND at X= 23, Y= 62, Z= -286
[2023-07-07 11:13:19] [world] The Player <Xw114> has placed SAND at X= 23, Y= 62, Z= -284
[2023-07-07 11:13:20] [world] The Player <Xw114> has placed SAND at X= 23, Y= 62, Z= -286
[2023-07-07 11:13:21] [world] The Player <Xw114> has placed SAND at X= 23, Y= 62, Z= -284
[2023-07-07 11:13:22] [world] The Player <Xw114> has placed SAND at X= 23, Y= 62, Z= -286
[2023-07-07 11:13:23] [world] The Player <Xw114> has placed SAND at X= 23, Y= 62, Z= -284
[2023-07-07 11:13:23] [world] The Player <Xw114> has placed SAND at X= 23, Y= 62, Z= -286
[2023-07-07 11:13:29] [world] The Player <Xw114> has placed SAND at X= 5, Y= 62, Z= -281
[2023-07-07 11:13:33] [world] The Player <Xw114> has placed SAND at X= -4, Y= 60, Z= -281
[2023-07-07 11:13:34] [world] The Player <Xw114> has placed SAND at X= -4, Y= 60, Z= -282
[2023-07-07 11:13:34] [world] The Player <Xw114> has placed SAND at X= -4, Y= 61, Z= -282
[2023-07-07 11:13:35] [world] The Player <Xw114> has placed SAND at X= -4, Y= 62, Z= -282
[2023-07-07 11:17:56] [world] The Player <Xw114> has placed SAND at X= -9, Y= 65, Z= -276
[2023-07-07 11:17:58] [world] The Player <Xw114> has placed SAND at X= -13, Y= 68, Z= -275
[2023-07-07 11:18:06] [world] The Player <Xw114> has placed SAND at X= -14, Y= 67, Z= -273
[2023-07-07 11:18:07] [world] The Player <Xw114> has placed SAND at X= -14, Y= 68, Z= -273
[2023-07-07 11:18:09] [world] The Player <Xw114> has placed SAND at X= -14, Y= 68, Z= -272
[2023-07-07 11:18:09] [world] The Player <Xw114> has placed SAND at X= -15, Y= 66, Z= -270
[2023-07-07 11:18:13] [world] The Player <Xw114> has placed SAND at X= -14, Y= 67, Z= -271
[2023-07-07 11:18:14] [world] The Player <Xw114> has placed SAND at X= -14, Y= 67, Z= -270
[2023-07-07 11:18:14] [world] The Player <Xw114> has placed SAND at X= -14, Y= 68, Z= -270
[2023-07-07 11:18:14] [world] The Player <Xw114> has placed SAND at X= -14, Y= 68, Z= -269
[2023-07-07 11:18:19] [world] The Player <Xw114> has placed SAND at X= -13, Y= 68, Z= -271
[2023-07-07 11:18:19] [world] The Player <Xw114> has placed SAND at X= -12, Y= 69, Z= -271
[2023-07-07 11:18:39] [world] The Player <Xw114> has placed SAND at X= 9, Y= 71, Z= -246
[2023-07-07 11:18:40] [world] The Player <Xw114> has placed SAND at X= 10, Y= 71, Z= -246
[2023-07-07 11:18:40] [world] The Player <Xw114> has placed SAND at X= 10, Y= 71, Z= -245
[2023-07-07 11:18:40] [world] The Player <Xw114> has placed SAND at X= 11, Y= 71, Z= -244
[2023-07-07 11:18:41] [world] The Player <Xw114> has placed SAND at X= 11, Y= 71, Z= -243
[2023-07-07 11:18:41] [world] The Player <Xw114> has placed SAND at X= 12, Y= 71, Z= -241
[2023-07-07 11:18:41] [world] The Player <Xw114> has placed SAND at X= 12, Y= 72, Z= -241
[2023-07-07 11:18:42] [world] The Player <Xw114> has placed SAND at X= 12, Y= 71, Z= -240
[2023-07-07 12:32:30] [world] The Player <wqe123420> has placed TNT at X= -63, Y= 71, Z= -194
[2023-07-07 12:32:30] [world] The Player <wqe123420> has placed TNT at X= -63, Y= 73, Z= -194
[2023-07-07 12:32:30] [world] The Player <wqe123420> has placed TNT at X= -63, Y= 74, Z= -194
[2023-07-07 12:32:30] [world] The Player <wqe123420> has placed TNT at X= -63, Y= 73, Z= -193
[2023-07-07 12:32:30] [world] The Player <wqe123420> has placed TNT at X= -63, Y= 74, Z= -193
[2023-07-07 12:32:31] [world] The Player <wqe123420> has placed TNT at X= -63, Y= 75, Z= -194
[2023-07-07 12:37:23] [world] The Player <wqe123420> has placed YELLOW_SHULKER_BOX at X= -28, Y= 63, Z= -287
[2023-07-07 12:37:40] [world] The Player <wqe123420> has placed YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -287
