[2023-07-07 08:29:17] [world] The Player <Funget114514> has picked 3 of STICK at X= -28, Y= 63, Z= -288 | 
[2023-07-07 09:15:49] [world] The Player <Xw114> has picked 1 of COBBLED_DEEPSLATE at X= -32, Y= -55, Z= -242 | 
[2023-07-07 09:15:49] [world] The Player <Xw114> has picked 1 of COBBLED_DEEPSLATE at X= -32, Y= -55, Z= -242 | 
[2023-07-07 09:15:51] [world] The Player <Xw114> has picked 4 of COBBLED_DEEPSLATE at X= -35, Y= -55, Z= -242 | 
[2023-07-07 09:15:51] [world] The Player <Xw114> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -55, Z= -243 | 
[2023-07-07 09:15:52] [world] The Player <wqe123420> has picked 1 of PISTON at X= -36, Y= -57, Z= -247 | 
[2023-07-07 09:15:52] [world] The Player <Xw114> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -55, Z= -242 | 
[2023-07-07 09:15:52] [world] The Player <Xw114> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -55, Z= -242 | 
[2023-07-07 09:15:53] [world] The Player <Xw114> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -54, Z= -242 | 
[2023-07-07 09:15:55] [world] The Player <Xw114> has picked 4 of RAW_IRON at X= -35, Y= -54, Z= -242 | 
[2023-07-07 09:15:59] [world] The Player <wqe123420> has picked 1 of OBSERVER at X= -34, Y= -55, Z= -246 | 
[2023-07-07 09:16:06] [world] The Player <Xw114> has picked 3 of COBBLED_DEEPSLATE at X= -21, Y= -55, Z= -249 | 
[2023-07-07 09:16:53] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -30, Y= -54, Z= -246 | 
[2023-07-07 09:17:34] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -32, Y= -56, Z= -245 | 
[2023-07-07 09:17:43] [world] The Player <wqe123420> has picked 11 of SPRUCE_SIGN at X= -35, Y= -56, Z= -246 | 
[2023-07-07 09:17:45] [world] The Player <wqe123420> has picked 5 of SPRUCE_SIGN at X= -35, Y= -56, Z= -246 | 
[2023-07-07 09:17:56] [world] The Player <wqe123420> has picked 40 of COBBLED_DEEPSLATE at X= -36, Y= -57, Z= -247 | 
[2023-07-07 09:18:07] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -33, Y= -56, Z= -242 | 
[2023-07-07 09:18:09] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -54, Z= -242 | 
[2023-07-07 09:18:11] [world] The Player <Xw114> has picked 1 of COBBLED_DEEPSLATE at X= -23, Y= -55, Z= -241 | 
[2023-07-07 09:18:14] [world] The Player <Xw114> has picked 2 of COBBLED_DEEPSLATE at X= -25, Y= -55, Z= -241 | 
[2023-07-07 09:18:14] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -26, Y= -55, Z= -241 | 
[2023-07-07 09:18:14] [world] The Player <Enderlava> has picked 4 of TUFF at X= -25, Y= -55, Z= -241 | 
[2023-07-07 09:18:15] [world] The Player <Enderlava> has picked 3 of TUFF at X= -21, Y= -55, Z= -241 | 
[2023-07-07 09:18:17] [world] The Player <Xw114> has picked 3 of COBBLED_DEEPSLATE at X= -27, Y= -55, Z= -241 | 
[2023-07-07 09:18:19] [world] The Player <Xw114> has picked 3 of COBBLED_DEEPSLATE at X= -28, Y= -55, Z= -241 | 
[2023-07-07 09:18:21] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -31, Y= -54, Z= -242 | 
[2023-07-07 09:18:22] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -32, Y= -55, Z= -241 | 
[2023-07-07 09:18:22] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -32, Y= -55, Z= -241 | 
[2023-07-07 09:18:24] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -33, Y= -55, Z= -241 | 
[2023-07-07 09:18:24] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -34, Y= -54, Z= -241 | 
[2023-07-07 09:18:25] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -34, Y= -55, Z= -241 | 
[2023-07-07 09:18:27] [world] The Player <Enderlava> has picked 4 of COBBLED_DEEPSLATE at X= -31, Y= -55, Z= -242 | 
[2023-07-07 09:18:28] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -31, Y= -54, Z= -243 | 
[2023-07-07 09:18:28] [world] The Player <Xw114> has picked 1 of RAW_IRON at X= -34, Y= -54, Z= -240 | 
[2023-07-07 09:18:29] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -29, Y= -53, Z= -242 | 
[2023-07-07 09:18:32] [world] The Player <Enderlava> has picked 5 of SPRUCE_SIGN at X= -32, Y= -55, Z= -246 | 
[2023-07-07 09:18:34] [world] The Player <Enderlava> has picked 4 of COBBLED_DEEPSLATE at X= -37, Y= -55, Z= -242 | 
[2023-07-07 09:18:34] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -34, Y= -55, Z= -241 | 
[2023-07-07 09:18:58] [world] The Player <wqe123420> has picked 1 of COBBLESTONE_SLAB at X= -32, Y= -53, Z= -246 | 
[2023-07-07 09:19:03] [world] The Player <Enderlava> has picked 2 of COBBLED_DEEPSLATE at X= -27, Y= -55, Z= -242 | 
[2023-07-07 09:19:21] [world] The Player <wqe123420> has picked 1 of REDSTONE_BLOCK at X= -32, Y= -53, Z= -242 | 
[2023-07-07 09:19:21] [world] The Player <wqe123420> has picked 1 of STICKY_PISTON at X= -33, Y= -53, Z= -243 | 
[2023-07-07 09:19:24] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -33, Y= -54, Z= -244 | 
[2023-07-07 09:19:25] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -32, Y= -54, Z= -243 | 
[2023-07-07 09:19:44] [world] The Player <wqe123420> has picked 13 of COBBLED_DEEPSLATE at X= -40, Y= -55, Z= -248 | 
[2023-07-07 09:19:45] [world] The Player <wqe123420> has picked 17 of COBBLED_DEEPSLATE at X= -39, Y= -55, Z= -247 | 
[2023-07-07 09:19:47] [world] The Player <wqe123420> has picked 18 of COBBLED_DEEPSLATE at X= -39, Y= -55, Z= -245 | 
[2023-07-07 09:19:47] [world] The Player <wqe123420> has picked 1 of TUFF at X= -40, Y= -55, Z= -244 | 
[2023-07-07 09:19:47] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -55, Z= -244 | 
[2023-07-07 09:19:48] [world] The Player <Enderlava> has picked 2 of COBBLED_DEEPSLATE at X= -37, Y= -55, Z= -241 | 
[2023-07-07 09:19:49] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -242 | 
[2023-07-07 09:19:49] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -39, Y= -54, Z= -243 | 
[2023-07-07 09:19:49] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -54, Z= -241 | 
[2023-07-07 09:19:50] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -241 | 
[2023-07-07 09:19:50] [world] The Player <Enderlava> has picked 3 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -241 | 
[2023-07-07 09:19:51] [world] The Player <Enderlava> has picked 5 of COBBLED_DEEPSLATE at X= -38, Y= -54, Z= -242 | 
[2023-07-07 09:19:52] [world] The Player <wqe123420> has picked 4 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -244 | 
[2023-07-07 09:19:53] [world] The Player <wqe123420> has picked 6 of COBBLED_DEEPSLATE at X= -39, Y= -54, Z= -242 | 
[2023-07-07 09:19:54] [world] The Player <wqe123420> has picked 4 of TUFF at X= -41, Y= -55, Z= -246 | 
[2023-07-07 09:19:54] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -53, Z= -242 | 
[2023-07-07 09:19:55] [world] The Player <Enderlava> has picked 2 of COBBLED_DEEPSLATE at X= -39, Y= -54, Z= -243 | 
[2023-07-07 09:19:57] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -55, Z= -241 | 
[2023-07-07 09:19:57] [world] The Player <Enderlava> has picked 2 of COBBLED_DEEPSLATE at X= -40, Y= -55, Z= -242 | 
[2023-07-07 09:19:58] [world] The Player <wqe123420> has picked 6 of TUFF at X= -42, Y= -55, Z= -246 | 
[2023-07-07 09:19:58] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -54, Z= -241 | 
[2023-07-07 09:19:58] [world] The Player <wqe123420> has picked 1 of TUFF at X= -43, Y= -54, Z= -246 | 
[2023-07-07 09:19:58] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -55, Z= -241 | 
[2023-07-07 09:19:58] [world] The Player <wqe123420> has picked 4 of COBBLED_DEEPSLATE at X= -42, Y= -55, Z= -248 | 
[2023-07-07 09:19:58] [world] The Player <Enderlava> has picked 1 of TUFF at X= -41, Y= -55, Z= -242 | 
[2023-07-07 09:19:59] [world] The Player <Enderlava> has picked 2 of TUFF at X= -41, Y= -54, Z= -242 | 
[2023-07-07 09:20:01] [world] The Player <wqe123420> has picked 1 of TUFF at X= -42, Y= -55, Z= -244 | 
[2023-07-07 09:20:02] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -54, Z= -241 | 
[2023-07-07 09:20:02] [world] The Player <Enderlava> has picked 3 of TUFF at X= -42, Y= -55, Z= -242 | 
[2023-07-07 09:20:03] [world] The Player <Enderlava> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -54, Z= -241 | 
[2023-07-07 09:20:04] [world] The Player <wqe123420> has picked 1 of TUFF at X= -41, Y= -55, Z= -245 | 
[2023-07-07 09:20:12] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -30, Y= -55, Z= -245 | 
[2023-07-07 09:20:18] [world] The Player <Xw114> has picked 1 of SHULKER_BOX at X= -25, Y= 63, Z= -287 | 
[2023-07-07 09:20:26] [world] The Player <wqe123420> has picked 1 of TUFF at X= -42, Y= -55, Z= -247 | 
[2023-07-07 09:20:30] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -246 | 
[2023-07-07 09:20:30] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -55, Z= -247 | 
[2023-07-07 09:20:33] [world] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -40, Y= -55, Z= -246 | 
[2023-07-07 09:20:34] [world] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -41, Y= -55, Z= -245 | 
[2023-07-07 09:20:36] [world] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -41, Y= -55, Z= -246 | 
[2023-07-07 09:20:36] [world] The Player <wqe123420> has picked 7 of TUFF at X= -43, Y= -55, Z= -246 | 
[2023-07-07 09:21:10] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -56, Z= -244 | 
[2023-07-07 09:21:11] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -56, Z= -245 | 
[2023-07-07 09:21:11] [world] The Player <wqe123420> has picked 4 of COBBLED_DEEPSLATE at X= -35, Y= -56, Z= -245 | 
[2023-07-07 09:21:16] [world] The Player <Enderlava> has picked 1 of NETHERITE_PICKAXE at X= -39, Y= -55, Z= -246 | 
[2023-07-07 09:21:42] [world] The Player <wqe123420> has picked 10 of TUFF at X= -40, Y= -60, Z= -247 | 
[2023-07-07 09:22:12] [world] The Player <Funget114514> has picked 1 of POWERED_RAIL at X= -28, Y= 63, Z= -288 | 
[2023-07-07 09:22:18] [world] The Player <Funget114514> has picked 1 of BONE at X= -28, Y= 64, Z= -288 | 
[2023-07-07 09:22:22] [world] The Player <Funget114514> has picked 9 of DIAMOND at X= -28, Y= 64, Z= -288 | 
[2023-07-07 09:23:14] [world] The Player <wqe123420> has picked 16 of COBBLED_DEEPSLATE at X= -39, Y= -59, Z= -247 | 
[2023-07-07 09:23:30] [world] The Player <wqe123420> has picked 5 of TUFF at X= -43, Y= -54, Z= -243 | 
[2023-07-07 09:23:30] [world] The Player <wqe123420> has picked 1 of TUFF at X= -43, Y= -55, Z= -244 | 
[2023-07-07 09:23:45] [world_nether] The Player <Funget114514> has picked 1 of SPRUCE_BOAT at X= 165, Y= 128, Z= 111 | 
[2023-07-07 09:23:52] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -24, Y= -56, Z= -246 | 
[2023-07-07 09:23:54] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -25, Y= -54, Z= -242 | 
[2023-07-07 09:24:22] [world_the_end] The Player <Funget114514> has picked 1 of COBBLESTONE_WALL at X= 329, Y= 2, Z= 8 | 
[2023-07-07 09:24:58] [world] The Player <wqe123420> has picked 1 of TUFF at X= -44, Y= -55, Z= -245 | 
[2023-07-07 09:26:15] [em_id_the_climb_0] The Player <wqe123420> has picked 1 of BAKED_POTATO at X= 370, Y= 33, Z= 348 | 
[2023-07-07 09:28:32] [world] The Player <wegwe> has picked 3 of SUGAR_CANE at X= -109, Y= 63, Z= -142 | 
[2023-07-07 09:28:33] [world] The Player <wegwe> has picked 3 of SUGAR_CANE at X= -109, Y= 63, Z= -143 | 
[2023-07-07 09:29:35] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 09:29:42] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 09:29:42] [world_the_end] The Player <Funget114514> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 09:29:50] [world] The Player <wegwe> has picked 2 of DIRT at X= -91, Y= 72, Z= -186 | 
[2023-07-07 09:30:46] [em_id_the_climb_0] The Player <Xw114> has picked 64 of GUNPOWDER at X= 388, Y= 41, Z= 378 | 
[2023-07-07 09:30:46] [em_id_the_climb_0] The Player <Enderlava> has picked 1 of DIAMOND_HELMET at X= 386, Y= 40, Z= 375 | ¡ìeUndead's Headgear
[2023-07-07 09:30:50] [em_id_the_climb_0] The Player <Enderlava> has picked 1 of DIAMOND_LEGGINGS at X= 388, Y= 39, Z= 373 | ¡ìeUndead's Legguards
[2023-07-07 09:33:11] [em_id_the_climb_0] The Player <Xw114> has picked 1 of NETHERRACK at X= 412, Y= 43, Z= 368 | 
[2023-07-07 09:33:15] [em_id_the_climb_0] The Player <Enderlava> has picked 18 of COBBLESTONE at X= 418, Y= 43, Z= 362 | 
[2023-07-07 09:33:43] [em_id_the_climb_0] The Player <Enderlava> has picked 1 of DIAMOND_LEGGINGS at X= 422, Y= 43, Z= 366 | ¡ì1Guardian Leggings
[2023-07-07 09:34:04] [world] The Player <wegwe> has picked 1 of WHEAT_SEEDS at X= -141, Y= 64, Z= -101 | 
[2023-07-07 09:35:00] [world] The Player <Funget114514> has picked 1 of IRON_AXE at X= -129, Y= 66, Z= -84 | 
[2023-07-07 09:35:05] [world] The Player <wegwe> has picked 1 of IRON_AXE at X= -128, Y= 66, Z= -84 | 
[2023-07-07 09:35:19] [em_id_the_climb_0] The Player <Enderlava> has picked 21 of COBBLED_DEEPSLATE at X= 422, Y= 43, Z= 368 | 
[2023-07-07 09:36:03] [em_id_the_climb_0] The Player <wqe123420> has picked 1 of NETHERITE_AXE at X= 414, Y= 45, Z= 386 | 
[2023-07-07 09:36:14] [em_id_the_climb_0] The Player <wqe123420> has picked 42 of COBBLED_DEEPSLATE at X= 422, Y= 43, Z= 368 | 
[2023-07-07 09:36:24] [world] The Player <wegwe> has picked 1 of DIRT at X= -90, Y= 67, Z= -154 | 
[2023-07-07 09:36:25] [world] The Player <wegwe> has picked 1 of DIRT at X= -90, Y= 67, Z= -155 | 
[2023-07-07 09:36:26] [world] The Player <wegwe> has picked 1 of DIRT at X= -90, Y= 67, Z= -156 | 
[2023-07-07 09:36:28] [world] The Player <wegwe> has picked 1 of DIRT at X= -90, Y= 67, Z= -157 | 
[2023-07-07 09:36:41] [world] The Player <wegwe> has picked 1 of DIRT at X= -69, Y= 69, Z= -184 | 
[2023-07-07 09:36:52] [world] The Player <wegwe> has picked 1 of DIRT at X= -65, Y= 71, Z= -213 | 
[2023-07-07 09:38:53] [world] The Player <wegwe> has picked 1 of OAK_PLANKS at X= -28, Y= 63, Z= -286 | 
[2023-07-07 09:39:12] [world] The Player <Xw114> has picked 1 of SHULKER_BOX at X= -28, Y= 63, Z= -287 | 
[2023-07-07 09:39:14] [world] The Player <wegwe> has picked 1 of OAK_PLANKS at X= -18, Y= 63, Z= -287 | 
[2023-07-07 09:39:39] [world] The Player <wegwe> has picked 1 of IRON_SWORD at X= -25, Y= 69, Z= -280 | 
[2023-07-07 09:40:09] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= -18, Y= 64, Z= -292 | 
[2023-07-07 09:40:24] [world] The Player <wegwe> has picked 2 of MANGROVE_ROOTS at X= -8, Y= 63, Z= -288 | 
[2023-07-07 09:40:26] [world] The Player <Xw114> has picked 1 of SHULKER_BOX at X= -19, Y= 63, Z= -293 | 
[2023-07-07 09:40:35] [world] The Player <Xw114> has picked 1 of IRON_BOOTS at X= -10, Y= 63, Z= -290 | 
[2023-07-07 09:40:39] [world] The Player <wegwe> has picked 1 of IRON_BOOTS at X= -7, Y= 63, Z= -289 | 
[2023-07-07 09:40:54] [world] The Player <wegwe> has picked 1 of MANGROVE_ROOTS at X= -10, Y= 63, Z= -291 | 
[2023-07-07 09:41:17] [world] The Player <Xw114> has picked 16 of ENDER_PEARL at X= -28, Y= 63, Z= -286 | 
[2023-07-07 09:41:34] [world] The Player <wegwe> has picked 1 of DIRT at X= -46, Y= 71, Z= -257 | 
[2023-07-07 09:41:56] [world] The Player <Xw114> has picked 1 of TORCH at X= 3, Y= 65, Z= -278 | 
[2023-07-07 09:41:58] [world] The Player <wegwe> has picked 1 of DIAMOND_PICKAXE at X= 2, Y= 65, Z= -278 | 
[2023-07-07 09:42:02] [world] The Player <wegwe> has picked 1 of SAND at X= 5, Y= 67, Z= -276 | 
[2023-07-07 09:42:07] [world] The Player <wegwe> has picked 1 of IRON_HELMET at X= 4, Y= 67, Z= -276 | 
[2023-07-07 09:42:07] [world] The Player <wegwe> has picked 1 of IRON_CHESTPLATE at X= 4, Y= 67, Z= -276 | 
[2023-07-07 09:42:08] [world] The Player <wegwe> has picked 1 of IRON_HELMET at X= 5, Y= 68, Z= -276 | 
[2023-07-07 09:42:10] [world] The Player <Funget114514> has picked 1 of IRON_LEGGINGS at X= 5, Y= 68, Z= -276 | 
[2023-07-07 09:42:17] [world] The Player <Funget114514> has picked 1 of IRON_LEGGINGS at X= 1, Y= 64, Z= -278 | 
[2023-07-07 09:42:21] [world] The Player <wegwe> has picked 16 of ENDER_PEARL at X= 4, Y= 67, Z= -277 | 
[2023-07-07 09:42:22] [world] The Player <Funget114514> has picked 1 of IRON_LEGGINGS at X= 3, Y= 67, Z= -276 | 
[2023-07-07 09:42:25] [world] The Player <wegwe> has picked 2 of EMERALD at X= 4, Y= 67, Z= -276 | 
[2023-07-07 09:42:27] [world] The Player <Funget114514> has picked 4 of IRON_INGOT at X= 4, Y= 67, Z= -277 | 
[2023-07-07 09:42:28] [world] The Player <wegwe> has picked 16 of ENDER_PEARL at X= 4, Y= 67, Z= -276 | 
[2023-07-07 09:44:03] [world] The Player <wegwe> has picked 9 of COOKED_CHICKEN at X= -9, Y= 65, Z= -276 | 
[2023-07-07 09:44:05] [world] The Player <Xw114> has picked 2 of EMERALD at X= -11, Y= 64, Z= -276 | 
[2023-07-07 09:44:55] [world] The Player <wegwe> has picked 1 of MANGROVE_ROOTS at X= -33, Y= 68, Z= -297 | 
[2023-07-07 09:45:09] [world] The Player <wqe123420> has picked 1 of ELYTRA at X= -25, Y= -55, Z= -243 | ¡ìb³¬¼¶Ò¹Ó¥»¤·û
[2023-07-07 09:45:27] [world] The Player <Funget114514> has picked 2 of EMERALD at X= -32, Y= 70, Z= -271 | 
[2023-07-07 09:45:29] [world] The Player <wegwe> has picked 1 of DIRT at X= -39, Y= 70, Z= -292 | 
[2023-07-07 09:45:48] [world] The Player <Xw114> has picked 1 of IRON_BLOCK at X= -41, Y= 72, Z= -268 | 
[2023-07-07 09:45:49] [world] The Player <Xw114> has picked 1 of IRON_BLOCK at X= -43, Y= 72, Z= -268 | 
[2023-07-07 09:45:49] [world] The Player <Xw114> has picked 1 of IRON_BLOCK at X= -41, Y= 72, Z= -269 | 
[2023-07-07 09:46:31] [world] The Player <wegwe> has picked 29 of DIAMOND at X= -61, Y= 64, Z= -277 | 
[2023-07-07 09:47:01] [world] The Player <wqe123420> has picked 1 of COBBLESTONE at X= -28, Y= 70, Z= -268 | 
[2023-07-07 09:47:04] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= -30, Y= 72, Z= -269 | 
[2023-07-07 09:47:29] [world] The Player <Funget114514> has picked 1 of DARK_OAK_SLAB at X= -498, Y= 61, Z= -478 | 
[2023-07-07 09:47:42] [world] The Player <wegwe> has picked 5 of GUNPOWDER at X= -81, Y= 72, Z= -254 | 
[2023-07-07 09:47:59] [em_adventurers_guild] The Player <wqe123420> has picked 1 of ELYTRA at X= 280, Y= 81, Z= 264 | ¡ìb³¬¼¶Ò¹Ó¥»¤·û
[2023-07-07 09:48:01] [em_adventurers_guild] The Player <wqe123420> has picked 1 of ELYTRA at X= 280, Y= 81, Z= 263 | ¡ìb³¬¼¶Ò¹Ó¥»¤·û
[2023-07-07 09:48:03] [em_adventurers_guild] The Player <wqe123420> has picked 1 of ELYTRA at X= 280, Y= 81, Z= 263 | ¡ìb³¬¼¶Ò¹Ó¥»¤·û
[2023-07-07 09:48:05] [em_adventurers_guild] The Player <wqe123420> has picked 1 of ELYTRA at X= 280, Y= 81, Z= 263 | ¡ìb³¬¼¶Ò¹Ó¥»¤·û
[2023-07-07 09:48:40] [world] The Player <wegwe> has picked 2 of PHANTOM_MEMBRANE at X= -99, Y= 71, Z= -253 | 
[2023-07-07 09:48:43] [world] The Player <Xw114> has picked 1 of PHANTOM_MEMBRANE at X= -99, Y= 73, Z= -255 | 
[2023-07-07 09:48:52] [world] The Player <Xw114> has picked 1 of ROTTEN_FLESH at X= -102, Y= 71, Z= -250 | 
[2023-07-07 09:48:57] [world] The Player <Xw114> has picked 2 of ROTTEN_FLESH at X= -89, Y= 71, Z= -260 | 
[2023-07-07 09:49:03] [world] The Player <Xw114> has picked 1 of LEATHER_LEGGINGS at X= -88, Y= 71, Z= -260 | 
[2023-07-07 09:49:03] [world] The Player <Xw114> has picked 3 of PHANTOM_MEMBRANE at X= -89, Y= 72, Z= -255 | 
[2023-07-07 09:49:07] [world] The Player <Enderlava> has picked 5 of SPRUCE_SIGN at X= -90, Y= 72, Z= -254 | 
[2023-07-07 09:49:42] [world] The Player <wegwe> has picked 1 of ENCHANTED_BOOK at X= -96, Y= 71, Z= -259 | ¡ì4ÕÜÀíÂ×±¦µä
[2023-07-07 09:49:44] [world] The Player <wegwe> has picked 3 of IRON_BLOCK at X= -95, Y= 71, Z= -259 | 
[2023-07-07 09:49:46] [world] The Player <wqe123420> has picked 1 of GRASS_BLOCK at X= -191, Y= 62, Z= -232 | 
[2023-07-07 09:49:49] [world] The Player <Xw114> has picked 2 of ROTTEN_FLESH at X= -98, Y= 71, Z= -258 | 
[2023-07-07 09:49:57] [world] The Player <wegwe> has picked 3 of ROTTEN_FLESH at X= -100, Y= 71, Z= -265 | 
[2023-07-07 09:50:30] [world] The Player <Funget114514> has picked 1 of ROTTEN_FLESH at X= -56, Y= 70, Z= -174 | 
[2023-07-07 09:50:47] [world] The Player <wegwe> has picked 2 of SPRUCE_SLAB at X= -91, Y= 71, Z= -223 | 
[2023-07-07 09:50:48] [world] The Player <Xw114> has picked 2 of ROTTEN_FLESH at X= -104, Y= 70, Z= -237 | 
[2023-07-07 09:50:52] [world] The Player <Xw114> has picked 3 of ARROW at X= -98, Y= 70, Z= -220 | 
[2023-07-07 09:50:52] [world] The Player <Xw114> has picked 3 of BONE at X= -98, Y= 70, Z= -220 | 
[2023-07-07 09:51:11] [world] The Player <wegwe> has picked 3 of SUGAR_CANE at X= -138, Y= 63, Z= -219 | 
[2023-07-07 09:51:12] [world] The Player <wqe123420> has picked 1 of LIGHT_GRAY_SHULKER_BOX at X= -25, Y= 63, Z= -288 | ¿óÎï
[2023-07-07 09:51:14] [world] The Player <wqe123420> has picked 4 of EMERALD at X= -26, Y= 62, Z= -286 | 
[2023-07-07 09:51:15] [world] The Player <wqe123420> has picked 1 of LIGHT_GRAY_SHULKER_BOX at X= -26, Y= 62, Z= -286 | ¿óÎï
[2023-07-07 09:51:17] [world] The Player <Funget114514> has picked 1 of EMERALD at X= -27, Y= 63, Z= -286 | 
[2023-07-07 09:51:17] [world] The Player <Funget114514> has picked 1 of EMERALD at X= -26, Y= 63, Z= -285 | 
[2023-07-07 09:51:17] [world] The Player <Funget114514> has picked 1 of EMERALD at X= -26, Y= 63, Z= -285 | 
[2023-07-07 09:51:38] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -28, Y= 65, Z= -285 | ÔÓÎï
[2023-07-07 09:52:19] [world] The Player <Xw114> has picked 3 of BONE at X= -176, Y= 64, Z= -198 | 
[2023-07-07 09:52:27] [world] The Player <Xw114> has picked 2 of ROTTEN_FLESH at X= -176, Y= 67, Z= -195 | 
[2023-07-07 09:52:58] [world] The Player <wqe123420> has picked 1 of COOKED_CHICKEN at X= -173, Y= 68, Z= -196 | 
[2023-07-07 09:53:01] [world] The Player <Xw114> has picked 1 of BAKED_POTATO at X= -176, Y= 67, Z= -196 | 
[2023-07-07 09:53:56] [world] The Player <Funget114514> has picked 2 of ARROW at X= -4, Y= 69, Z= -258 | 
[2023-07-07 09:54:36] [world] The Player <wegwe> has picked 1 of DIRT at X= -14, Y= 70, Z= -252 | 
[2023-07-07 09:54:40] [world] The Player <wqe123420> has picked 2 of EMERALD at X= -500, Y= 63, Z= -484 | 
[2023-07-07 09:54:43] [world] The Player <wqe123420> has picked 2 of BOOK at X= -500, Y= 63, Z= -484 | 
[2023-07-07 09:54:46] [world] The Player <Funget114514> has picked 1 of YELLOW_SHULKER_BOX at X= -499, Y= 63, Z= -484 | ÔÓÎï
[2023-07-07 09:54:51] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -499, Y= 65, Z= -483 | ÔÓÎï
[2023-07-07 09:55:02] [world] The Player <wqe123420> has picked 1 of NETHERRACK at X= -497, Y= 61, Z= -479 | 
[2023-07-07 09:55:07] [world] The Player <Xw114> has picked 1 of EMERALD at X= -26, Y= 62, Z= -286 | 
[2023-07-07 09:55:17] [world] The Player <Funget114514> has picked 1 of DIRT at X= -497, Y= 62, Z= -477 | 
[2023-07-07 09:55:26] [world] The Player <Funget114514> has picked 1 of ENCHANTED_BOOK at X= -499, Y= 63, Z= -476 | 
[2023-07-07 09:55:29] [world] The Player <Funget114514> has picked 1 of ENCHANTED_BOOK at X= -499, Y= 63, Z= -476 | 
[2023-07-07 09:55:40] [world] The Player <wqe123420> has picked 42 of COBBLED_DEEPSLATE at X= -500, Y= 63, Z= -484 | 
