[2023-07-22 12:58:00] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -77, Y= -53, Z= -201 | 
[2023-07-22 13:23:42] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -89, Y= 15, Z= -290 | 
[2023-07-22 13:23:42] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -89, Y= 15, Z= -290 | 
[2023-07-22 13:23:44] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -89, Y= 16, Z= -289 | 
[2023-07-22 13:23:58] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -101, Y= 17, Z= -314 | 
[2023-07-22 13:24:00] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -102, Y= 18, Z= -314 | 
[2023-07-22 13:24:05] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -102, Y= 18, Z= -318 | 
[2023-07-22 13:24:15] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -90, Y= 16, Z= -330 | 
[2023-07-22 13:24:18] [world_nether] The Player <wqe123420> has picked 2 of ANCIENT_DEBRIS at X= -90, Y= 16, Z= -329 | 
[2023-07-22 13:24:20] [world_nether] The Player <wqe123420> has picked 2 of ANCIENT_DEBRIS at X= -90, Y= 16, Z= -328 | 
[2023-07-22 13:25:51] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= -116, Y= 11, Z= -334 | 
[2023-07-22 13:28:58] [world] The Player <wqe123420> has picked 16 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 13:29:07] [world] The Player <wqe123420> has picked 14 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 13:29:10] [world] The Player <wqe123420> has picked 12 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 13:29:34] [world] The Player <wqe123420> has picked 9 of WHITE_CARPET at X= 1, Y= 72, Z= -240 | 
[2023-07-22 13:29:39] [world] The Player <wqe123420> has picked 49 of WHITE_CARPET at X= 1, Y= 72, Z= -240 | 
[2023-07-22 13:29:46] [world] The Player <wqe123420> has picked 58 of WHITE_CARPET at X= 1, Y= 69, Z= -237 | 
[2023-07-22 13:30:21] [world] The Player <wqe123420> has picked 4 of GOLD_NUGGET at X= -28, Y= 63, Z= -288 | 
[2023-07-22 13:34:06] [world] The Player <Funget114514> has picked 24 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 13:34:22] [world] The Player <wqe123420> has picked 1 of NETHERRACK at X= -29, Y= 70, Z= -290 | 
[2023-07-22 13:35:57] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -16, Y= 1, Z= -281 | 
[2023-07-22 13:35:58] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -280 | 
[2023-07-22 13:36:05] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -18, Y= 1, Z= -279 | 
[2023-07-22 13:36:54] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= -18, Y= 1, Z= -276 | 
[2023-07-22 13:36:58] [world_the_end] The Player <Funget114514> has picked 11 of ENDER_PEARL at X= -17, Y= 1, Z= -276 | 
[2023-07-22 13:37:03] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -18, Y= 1, Z= -277 | 
[2023-07-22 13:37:06] [world_the_end] The Player <Funget114514> has picked 5 of ENDER_PEARL at X= -18, Y= 1, Z= -274 | 
[2023-07-22 13:37:25] [world_the_end] The Player <Funget114514> has picked 1 of GOLDEN_CHESTPLATE at X= -17, Y= 1, Z= -276 | §7不必要的妖精龙
[2023-07-22 13:37:29] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= -16, Y= 1, Z= -276 | 
[2023-07-22 13:41:24] [world] The Player <wqe123420> has picked 1 of GOLDEN_HELMET at X= 20, Y= 63, Z= -328 | §7难以置信的幽灵
[2023-07-22 13:41:26] [world] The Player <wqe123420> has picked 3 of SUGAR_CANE at X= 21, Y= 62, Z= -328 | 
[2023-07-22 13:41:30] [world] The Player <wqe123420> has picked 3 of ARROW at X= 31, Y= 63, Z= -331 | 
[2023-07-22 13:41:58] [world] The Player <Funget114514> has picked 1 of BOOK at X= 7, Y= 62, Z= -311 | §5Elite Power Enchanted Book
[2023-07-22 13:42:10] [world] The Player <Funget114514> has picked 1 of SHIELD at X= -3, Y= 56, Z= -318 | §6进击的稀有之盾牌
[2023-07-22 13:42:21] [world] The Player <Funget114514> has picked 64 of NETHERRACK at X= 2, Y= 62, Z= -313 | 
[2023-07-22 13:54:26] [world] The Player <Enderlava> has picked 1 of GOLDEN_AXE at X= 6, Y= 77, Z= -216 | §7发现的无用之女巫
[2023-07-22 13:59:07] [world] The Player <Enderlava> has picked 2 of ROTTEN_FLESH at X= -41, Y= 71, Z= -268 | 
[2023-07-22 13:59:37] [world] The Player <Enderlava> has picked 5 of STRING at X= -47, Y= 75, Z= -234 | 
[2023-07-22 13:59:42] [world] The Player <Enderlava> has picked 11 of TNT at X= -52, Y= 70, Z= -221 | 
[2023-07-22 13:59:44] [world] The Player <Enderlava> has picked 5 of TNT at X= -52, Y= 70, Z= -218 | 
[2023-07-22 14:00:27] [world] The Player <Enderlava> has picked 4 of STRING at X= -125, Y= 68, Z= -207 | 
[2023-07-22 14:00:27] [world] The Player <Enderlava> has picked 4 of SPIDER_EYE at X= -125, Y= 68, Z= -206 | 
[2023-07-22 14:00:39] [world] The Player <Enderlava> has picked 6 of ROTTEN_FLESH at X= -118, Y= 71, Z= -198 | 
[2023-07-22 14:00:42] [world] The Player <Enderlava> has picked 8 of ROTTEN_FLESH at X= -120, Y= 70, Z= -200 | 
[2023-07-22 14:00:43] [world] The Player <Enderlava> has picked 1 of BAKED_POTATO at X= -120, Y= 70, Z= -199 | 
[2023-07-22 14:00:57] [world] The Player <Enderlava> has picked 5 of ROTTEN_FLESH at X= -187, Y= 64, Z= -214 | 
[2023-07-22 14:00:57] [world] The Player <Enderlava> has picked 1 of POTATO at X= -187, Y= 64, Z= -214 | 
[2023-07-22 14:02:32] [world] The Player <Enderlava> has picked 1 of ARROW at X= -222, Y= 64, Z= -184 | 
[2023-07-22 14:02:54] [world] The Player <Enderlava> has picked 2 of ROTTEN_FLESH at X= -218, Y= 67, Z= -176 | 
[2023-07-22 14:02:59] [world] The Player <Enderlava> has picked 1 of ARROW at X= -226, Y= 64, Z= -177 | 
[2023-07-22 14:03:03] [world] The Player <Enderlava> has picked 1 of ARROW at X= -233, Y= 64, Z= -173 | 
[2023-07-22 14:03:13] [world] The Player <Enderlava> has picked 2 of BONE at X= -226, Y= 64, Z= -177 | 
[2023-07-22 14:03:14] [world] The Player <Enderlava> has picked 1 of BOW at X= -225, Y= 64, Z= -177 | 
[2023-07-22 14:03:15] [world] The Player <Enderlava> has picked 16 of ENDER_PEARL at X= -225, Y= 64, Z= -177 | 
[2023-07-22 14:04:04] [world] The Player <Enderlava> has picked 9 of BEEF at X= -42, Y= 73, Z= -282 | 
[2023-07-22 14:04:04] [world] The Player <Enderlava> has picked 3 of LEATHER at X= -41, Y= 72, Z= -284 | 
[2023-07-22 14:06:18] [world] The Player <Enderlava> has picked 2 of LEATHER at X= -40, Y= 73, Z= -273 | 
[2023-07-22 14:06:18] [world] The Player <Enderlava> has picked 2 of BEEF at X= -38, Y= 73, Z= -271 | 
[2023-07-22 14:06:20] [world] The Player <Enderlava> has picked 3 of LEATHER at X= -40, Y= 71, Z= -278 | 
[2023-07-22 14:06:26] [world] The Player <Enderlava> has picked 6 of BEEF at X= -41, Y= 71, Z= -273 | 
[2023-07-22 14:06:39] [world] The Player <Enderlava> has picked 1 of BEEF at X= -40, Y= 73, Z= -274 | 
[2023-07-22 14:06:59] [world] The Player <Enderlava> has picked 3 of BEEF at X= -38, Y= 71, Z= -282 | 
[2023-07-22 14:07:07] [world] The Player <Enderlava> has picked 6 of BEEF at X= -40, Y= 73, Z= -277 | 
[2023-07-22 14:07:11] [world] The Player <Enderlava> has picked 12 of BEEF at X= -40, Y= 71, Z= -283 | 
[2023-07-22 14:07:12] [world] The Player <Enderlava> has picked 9 of BEEF at X= -42, Y= 72, Z= -283 | 
[2023-07-22 14:07:15] [world] The Player <Enderlava> has picked 6 of BEEF at X= -43, Y= 71, Z= -284 | 
[2023-07-22 14:07:18] [world] The Player <Enderlava> has picked 18 of BEEF at X= -43, Y= 71, Z= -287 | 
[2023-07-22 14:07:47] [world] The Player <Enderlava> has picked 64 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:07:50] [world] The Player <Enderlava> has picked 64 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:07:51] [world] The Player <Enderlava> has picked 57 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:07:51] [world] The Player <Enderlava> has picked 7 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:07:51] [world] The Player <Enderlava> has picked 48 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:07:51] [world] The Player <Enderlava> has picked 16 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:07:51] [world] The Player <Enderlava> has picked 46 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:07:51] [world] The Player <Enderlava> has picked 18 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:08:00] [world] The Player <Enderlava> has picked 64 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:08:01] [world] The Player <Enderlava> has picked 64 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:08:25] [world] The Player <Enderlava> has picked 64 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:08:25] [world] The Player <Enderlava> has picked 64 of WHITE_CARPET at X= 1, Y= 71, Z= -239 | 
[2023-07-22 14:09:00] [world] The Player <Enderlava> has picked 1 of COBBLESTONE at X= -58, Y= 18, Z= -213 | 
[2023-07-22 14:09:01] [world] The Player <Enderlava> has picked 2 of COBBLESTONE at X= -57, Y= 18, Z= -213 | 
[2023-07-22 14:09:14] [world] The Player <Enderlava> has picked 24 of COBBLESTONE at X= -59, Y= 18, Z= -212 | 
[2023-07-22 14:09:15] [world] The Player <Enderlava> has picked 1 of COBBLESTONE at X= -59, Y= 17, Z= -213 | 
[2023-07-22 14:56:05] [world_nether] The Player <wqe123420> has picked 26 of NETHERRACK at X= 260, Y= 18, Z= -243 | 
[2023-07-22 14:56:07] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 260, Y= 18, Z= -243 | 
[2023-07-22 14:56:14] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 258, Y= 12, Z= -256 | 
[2023-07-22 14:56:20] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 264, Y= 14, Z= -268 | 
[2023-07-22 14:56:22] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 265, Y= 13, Z= -268 | 
[2023-07-22 14:56:24] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 264, Y= 14, Z= -268 | 
[2023-07-22 14:56:32] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 254, Y= 17, Z= -269 | 
[2023-07-22 14:56:44] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 262, Y= 28, Z= -264 | 
[2023-07-22 14:56:46] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 263, Y= 28, Z= -264 | 
[2023-07-22 14:57:06] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 275, Y= 11, Z= -258 | 
[2023-07-22 14:57:31] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 299, Y= 18, Z= -272 | 
[2023-07-22 14:57:33] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 299, Y= 17, Z= -272 | 
[2023-07-22 14:57:43] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 305, Y= 10, Z= -272 | 
[2023-07-22 14:58:20] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 308, Y= 12, Z= -249 | 
[2023-07-22 14:58:21] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 308, Y= 12, Z= -249 | 
[2023-07-22 14:58:47] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 307, Y= 19, Z= -234 | 
[2023-07-22 14:58:49] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 307, Y= 19, Z= -233 | 
[2023-07-22 14:58:51] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 306, Y= 20, Z= -233 | 
[2023-07-22 14:58:57] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 310, Y= 21, Z= -235 | 
[2023-07-22 14:59:29] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 296, Y= 17, Z= -217 | 
[2023-07-22 14:59:30] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 296, Y= 18, Z= -217 | 
[2023-07-22 14:59:57] [world_nether] The Player <wqe123420> has picked 2 of ANCIENT_DEBRIS at X= 308, Y= 20, Z= -208 | 
[2023-07-22 15:00:03] [world_nether] The Player <wqe123420> has picked 2 of ANCIENT_DEBRIS at X= 309, Y= 15, Z= -209 | 
[2023-07-22 15:00:05] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 310, Y= 14, Z= -210 | 
[2023-07-22 15:00:07] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 309, Y= 13, Z= -210 | 
[2023-07-22 15:00:45] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 350, Y= 14, Z= -218 | 
[2023-07-22 15:00:49] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 350, Y= 14, Z= -217 | 
[2023-07-22 15:00:56] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 356, Y= 13, Z= -219 | 
[2023-07-22 15:00:58] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 356, Y= 13, Z= -220 | 
[2023-07-22 15:00:58] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 356, Y= 13, Z= -220 | 
[2023-07-22 15:01:01] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 356, Y= 12, Z= -221 | 
[2023-07-22 15:02:16] [world_nether] The Player <wqe123420> has picked 1 of BLACKSTONE at X= 362, Y= 14, Z= -221 | 
[2023-07-22 15:02:20] [world_nether] The Player <wqe123420> has picked 1 of BLACKSTONE at X= 362, Y= 14, Z= -221 | 
[2023-07-22 15:02:36] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 362, Y= 13, Z= -222 | 
[2023-07-22 15:02:45] [world_nether] The Player <wqe123420> has picked 3 of BLACKSTONE at X= 354, Y= 14, Z= -218 | 
[2023-07-22 15:03:08] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 319, Y= 12, Z= -222 | 
[2023-07-22 15:03:11] [world_nether] The Player <wqe123420> has picked 1 of ANCIENT_DEBRIS at X= 320, Y= 12, Z= -223 | 
[2023-07-22 15:05:17] [world] The Player <wqe123420> has picked 16 of COBBLESTONE at X= -72, Y= 55, Z= -226 | 
[2023-07-22 15:06:38] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -70, Y= -40, Z= -212 | 
[2023-07-22 15:06:38] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -70, Y= -39, Z= -211 | 
[2023-07-22 15:06:39] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -70, Y= -40, Z= -211 | 
[2023-07-22 15:06:40] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -71, Y= -40, Z= -212 | 
[2023-07-22 15:06:41] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -71, Y= -40, Z= -212 | 
[2023-07-22 18:25:15] [world] The Player <Enderlava> has picked 6 of NETHERRACK at X= -9, Y= 63, Z= -280 | 
[2023-07-22 18:25:35] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 26, Y= 128, Z= -24 | 
[2023-07-22 19:27:14] [world] The Player <Enderlava> has picked 2 of DIRT at X= -128, Y= 63, Z= -111 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of DIRT at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 52 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:27:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 62, Z= -112 | 
[2023-07-22 19:30:11] [world] The Player <Enderlava> has picked 1 of BLACKSTONE at X= -129, Y= 63, Z= -112 | 
[2023-07-22 19:32:34] [world] The Player <Enderlava> has picked 1 of OAK_TRAPDOOR at X= -123, Y= 64, Z= -111 | 
[2023-07-22 19:33:30] [world] The Player <Enderlava> has picked 9 of BLACKSTONE at X= -122, Y= 63, Z= -112 | 
[2023-07-22 19:33:57] [world] The Player <Enderlava> has picked 2 of SMOOTH_STONE at X= -129, Y= 64, Z= -113 | 
[2023-07-22 19:33:57] [world] The Player <Enderlava> has picked 1 of BLACKSTONE at X= -128, Y= 64, Z= -114 | 
[2023-07-22 19:34:05] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 68, Z= -111 | 
[2023-07-22 19:34:05] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 68, Z= -112 | 
[2023-07-22 19:34:06] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 68, Z= -112 | 
[2023-07-22 19:34:08] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -129, Y= 68, Z= -113 | 
[2023-07-22 19:34:09] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -130, Y= 68, Z= -113 | 
[2023-07-22 19:34:18] [world] The Player <Enderlava> has picked 2 of SMOOTH_STONE at X= -130, Y= 68, Z= -110 | 
[2023-07-22 19:35:36] [world] The Player <Enderlava> has picked 9 of SAND at X= -128, Y= 67, Z= -107 | 
[2023-07-22 19:35:40] [world] The Player <Enderlava> has picked 64 of SAND at X= -129, Y= 68, Z= -108 | 
[2023-07-22 19:35:40] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 68, Z= -109 | 
[2023-07-22 19:35:40] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 68, Z= -109 | 
[2023-07-22 19:35:49] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 67, Z= -104 | 
[2023-07-22 19:35:49] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 67, Z= -104 | 
[2023-07-22 19:35:49] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 67, Z= -104 | 
[2023-07-22 19:35:49] [world] The Player <Enderlava> has picked 63 of SAND at X= -128, Y= 67, Z= -103 | 
[2023-07-22 19:35:49] [world] The Player <Enderlava> has picked 60 of SAND at X= -128, Y= 67, Z= -103 | 
[2023-07-22 19:35:49] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -128, Y= 67, Z= -104 | 
[2023-07-22 19:35:49] [world] The Player <Enderlava> has picked 5 of SAND at X= -128, Y= 67, Z= -104 | 
[2023-07-22 19:36:30] [world] The Player <Enderlava> has picked 1 of DIRT at X= -8, Y= 71, Z= -258 | 
[2023-07-22 19:37:05] [world] The Player <Funget114514> has picked 6 of PHANTOM_MEMBRANE at X= -498, Y= 63, Z= -474 | 
[2023-07-22 19:37:11] [world] The Player <Funget114514> has picked 1 of WRITTEN_BOOK at X= -500, Y= 62, Z= -475 | 
[2023-07-22 19:38:13] [world] The Player <Enderlava> has picked 1 of OAK_SAPLING at X= -14, Y= 63, Z= -284 | 
[2023-07-22 19:38:29] [world] The Player <Enderlava> has picked 2 of CHEST at X= -9, Y= 69, Z= -259 | 
[2023-07-22 19:42:38] [world] The Player <Enderlava> has picked 60 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:42:39] [world] The Player <Enderlava> has picked 60 of SAND at X= -128, Y= 67, Z= -103 | 
[2023-07-22 19:42:39] [world] The Player <Enderlava> has picked 8 of SAND at X= -128, Y= 67, Z= -103 | 
[2023-07-22 19:43:29] [world] The Player <Enderlava> has picked 1 of BARREL at X= -127, Y= 66, Z= -112 | 
[2023-07-22 19:43:32] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -126, Y= 64, Z= -113 | 
[2023-07-22 19:43:51] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 65, Z= -108 | 
[2023-07-22 19:44:02] [world] The Player <Enderlava> has picked 2 of SMOOTH_STONE at X= -126, Y= 64, Z= -111 | 
[2023-07-22 19:44:10] [world] The Player <Enderlava> has picked 12 of BARREL at X= -127, Y= 64, Z= -107 | 
[2023-07-22 19:44:14] [world] The Player <Enderlava> has picked 1 of BARREL at X= -125, Y= 64, Z= -110 | 
[2023-07-22 19:44:26] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -128, Y= 65, Z= -108 | 
[2023-07-22 19:44:33] [world] The Player <Enderlava> has picked 1 of HOPPER at X= -127, Y= 64, Z= -107 | 
[2023-07-22 19:45:08] [world] The Player <Enderlava> has picked 1 of SAND at X= -126, Y= 64, Z= -111 | 
[2023-07-22 19:45:12] [world] The Player <Funget114514> has picked 3 of ARROW at X= -489, Y= 63, Z= -414 | 
[2023-07-22 19:45:30] [world] The Player <Enderlava> has picked 64 of SAND at X= -129, Y= 65, Z= -103 | 
[2023-07-22 19:45:30] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:30] [world] The Player <Enderlava> has picked 64 of SAND at X= -128, Y= 65, Z= -104 | 
[2023-07-22 19:45:30] [world] The Player <Enderlava> has picked 63 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:30] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:30] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:32] [world] The Player <Enderlava> has picked 1 of HOPPER at X= -129, Y= 64, Z= -104 | 
[2023-07-22 19:45:32] [world] The Player <Enderlava> has picked 57 of SAND at X= -129, Y= 64, Z= -104 | 
[2023-07-22 19:45:32] [world] The Player <Enderlava> has picked 7 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 56 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 8 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 54 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 10 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 54 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 10 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 50 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:33] [world] The Player <Enderlava> has picked 14 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 49 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 15 of SAND at X= -128, Y= 65, Z= -104 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -106 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 48 of SAND at X= -128, Y= 65, Z= -104 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 16 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 48 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:34] [world] The Player <Enderlava> has picked 16 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 46 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 18 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 45 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 19 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 44 of SAND at X= -128, Y= 65, Z= -103 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 20 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 43 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 21 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
