[2023-07-23 14:47:40] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 167, Y= 128, Z= 122 | 
[2023-07-23 15:03:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 59, Z= 6 | 
[2023-07-23 15:03:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 58, Z= 7 | 
[2023-07-23 15:03:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 58, Z= 7 | 
[2023-07-23 15:03:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 58, Z= 7 | 
[2023-07-23 15:03:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 58, Z= 6 | 
[2023-07-23 15:03:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 57, Z= 5 | 
[2023-07-23 15:03:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 57, Z= 4 | 
[2023-07-23 15:03:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 57, Z= 4 | 
[2023-07-23 15:03:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 57, Z= 3 | 
[2023-07-23 15:03:35] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 57, Z= 3 | 
[2023-07-23 15:03:36] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 57, Z= 4 | 
[2023-07-23 15:03:36] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 57, Z= 4 | 
[2023-07-23 15:03:37] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 57, Z= 5 | 
[2023-07-23 15:03:39] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 57, Z= 6 | 
[2023-07-23 15:03:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 57, Z= 7 | 
[2023-07-23 15:03:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 58, Z= 7 | 
[2023-07-23 15:03:40] [world_the_end] The Player <Enderlava> has picked 4 of END_STONE at X= 1, Y= 57, Z= 6 | 
[2023-07-23 15:03:41] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 57, Z= 7 | 
[2023-07-23 15:03:41] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 58, Z= 7 | 
[2023-07-23 15:03:42] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 57, Z= 7 | 
[2023-07-23 15:03:43] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 4, Y= 57, Z= 6 | 
[2023-07-23 15:03:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 59, Z= 7 | 
[2023-07-23 15:03:50] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 58, Z= 7 | 
[2023-07-23 15:03:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= 7 | 
[2023-07-23 15:03:52] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 60, Z= 5 | 
[2023-07-23 15:03:54] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 5, Y= 60, Z= 4 | 
[2023-07-23 15:03:54] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 59, Z= 4 | 
[2023-07-23 15:03:54] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 59, Z= 4 | 
[2023-07-23 15:03:56] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 6, Y= 59, Z= 4 | 
[2023-07-23 15:03:56] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= 2 | 
[2023-07-23 15:03:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= 5 | 
[2023-07-23 15:03:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= 6 | 
[2023-07-23 15:03:58] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= 6, Y= 59, Z= 7 | 
[2023-07-23 15:03:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 59, Z= 6 | 
[2023-07-23 15:03:59] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 59, Z= 7 | 
[2023-07-23 15:04:00] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= 6 | 
[2023-07-23 15:04:01] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 59, Z= 4 | 
[2023-07-23 15:04:01] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= 4 | 
[2023-07-23 15:04:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 59, Z= -1 | 
[2023-07-23 15:04:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 58, Z= 1 | 
[2023-07-23 15:04:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 58, Z= 1 | 
[2023-07-23 15:04:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 58, Z= 0 | 
[2023-07-23 15:04:06] [world_the_end] The Player <Enderlava> has picked 11 of END_STONE at X= 5, Y= 58, Z= 1 | 
[2023-07-23 15:04:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= 4 | 
[2023-07-23 15:04:10] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= 6 | 
[2023-07-23 15:04:11] [world_the_end] The Player <Enderlava> has picked 9 of END_STONE at X= 7, Y= 58, Z= 6 | 
[2023-07-23 15:04:12] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 58, Z= 7 | 
[2023-07-23 15:04:13] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= 7 | 
[2023-07-23 15:04:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= 7 | 
[2023-07-23 15:04:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= 7 | 
[2023-07-23 15:04:15] [world_the_end] The Player <Enderlava> has picked 4 of END_STONE at X= 6, Y= 57, Z= 7 | 
[2023-07-23 15:04:15] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 57, Z= 6 | 
[2023-07-23 15:04:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= 5 | 
[2023-07-23 15:04:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= 4 | 
[2023-07-23 15:04:19] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= 2 | 
[2023-07-23 15:04:19] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= 2 | 
[2023-07-23 15:04:20] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= 2 | 
[2023-07-23 15:04:20] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= 4 | 
[2023-07-23 15:04:21] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= 3 | 
[2023-07-23 15:04:25] [world_the_end] The Player <Enderlava> has picked 9 of END_STONE at X= 5, Y= 57, Z= 3 | 
[2023-07-23 15:04:26] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 5, Y= 57, Z= 1 | 
[2023-07-23 15:04:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= 1 | 
[2023-07-23 15:04:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= 1 | 
[2023-07-23 15:04:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 1 | 
[2023-07-23 15:04:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 2 | 
[2023-07-23 15:04:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 2 | 
[2023-07-23 15:04:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 3 | 
[2023-07-23 15:04:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 4 | 
[2023-07-23 15:04:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 5 | 
[2023-07-23 15:04:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 5 | 
[2023-07-23 15:04:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 7 | 
[2023-07-23 15:04:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= 7 | 
[2023-07-23 15:04:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 7 | 
[2023-07-23 15:04:35] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= 7 | 
[2023-07-23 15:04:36] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 56, Z= 7 | 
[2023-07-23 15:04:36] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 56, Z= 7 | 
[2023-07-23 15:04:37] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 56, Z= 7 | 
[2023-07-23 15:04:37] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 56, Z= 6 | 
[2023-07-23 15:04:38] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 56, Z= 6 | 
[2023-07-23 15:04:38] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 56, Z= 5 | 
[2023-07-23 15:04:39] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 56, Z= 4 | 
[2023-07-23 15:04:39] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 56, Z= 4 | 
[2023-07-23 15:04:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 56, Z= 5 | 
[2023-07-23 15:04:42] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= 6 | 
[2023-07-23 15:04:42] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 7 | 
[2023-07-23 15:04:43] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 5 | 
[2023-07-23 15:04:43] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 4 | 
[2023-07-23 15:04:44] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 2 | 
[2023-07-23 15:04:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= 3 | 
[2023-07-23 15:04:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= 2 | 
[2023-07-23 15:04:48] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= 3 | 
[2023-07-23 15:04:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 5 | 
[2023-07-23 15:04:50] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 7 | 
[2023-07-23 15:04:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 6 | 
[2023-07-23 15:04:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 6 | 
[2023-07-23 15:04:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 4 | 
[2023-07-23 15:04:52] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 4 | 
[2023-07-23 15:04:52] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 2 | 
[2023-07-23 15:04:53] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 2 | 
[2023-07-23 15:04:53] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= 2 | 
[2023-07-23 15:04:54] [world_the_end] The Player <Enderlava> has picked 10 of END_STONE at X= 6, Y= 55, Z= 1 | 
[2023-07-23 15:04:55] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 55, Z= 2 | 
[2023-07-23 15:04:55] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 55, Z= 1 | 
[2023-07-23 15:05:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= 3 | 
[2023-07-23 15:05:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= 4 | 
[2023-07-23 15:05:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= 5 | 
[2023-07-23 15:05:06] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= 6 | 
[2023-07-23 15:05:06] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 7, Y= 55, Z= 7 | 
[2023-07-23 15:05:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 55, Z= 7 | 
[2023-07-23 15:05:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 55, Z= 7 | 
[2023-07-23 15:05:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 55, Z= 7 | 
[2023-07-23 15:05:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 55, Z= 7 | 
[2023-07-23 15:05:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 55, Z= 7 | 
[2023-07-23 15:05:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 55, Z= 7 | 
[2023-07-23 15:05:10] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 55, Z= 6 | 
[2023-07-23 15:05:10] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 55, Z= 5 | 
[2023-07-23 15:05:11] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 1, Y= 55, Z= 6 | 
[2023-07-23 15:05:12] [world_the_end] The Player <Enderlava> has picked 14 of END_STONE at X= 0, Y= 55, Z= 4 | 
[2023-07-23 15:05:14] [world_the_end] The Player <Enderlava> has picked 5 of END_STONE at X= 3, Y= 55, Z= 2 | 
[2023-07-23 15:05:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 55, Z= 6 | 
[2023-07-23 15:05:17] [world_the_end] The Player <Enderlava> has picked 9 of END_STONE at X= 1, Y= 55, Z= 5 | 
[2023-07-23 15:05:19] [world_the_end] The Player <Enderlava> has picked 11 of END_STONE at X= 0, Y= 55, Z= 7 | 
[2023-07-23 15:05:20] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -1, Y= 56, Z= 7 | 
[2023-07-23 15:05:20] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 0, Y= 56, Z= 7 | 
[2023-07-23 15:05:21] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -1, Y= 55, Z= 6 | 
[2023-07-23 15:05:22] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 55, Z= 6 | 
[2023-07-23 15:05:23] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 55, Z= 5 | 
[2023-07-23 15:05:24] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -1, Y= 55, Z= 5 | 
[2023-07-23 15:05:25] [world_the_end] The Player <Enderlava> has picked 6 of END_STONE at X= 0, Y= 55, Z= 4 | 
[2023-07-23 15:05:25] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 55, Z= 4 | 
[2023-07-23 15:05:26] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -4, Y= 55, Z= 3 | 
[2023-07-23 15:05:33] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -1, Y= 55, Z= 7 | 
[2023-07-23 15:05:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 57, Z= 7 | 
[2023-07-23 15:05:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 57, Z= 7 | 
[2023-07-23 15:05:36] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 59, Z= 7 | 
[2023-07-23 15:05:37] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -1, Y= 58, Z= 6 | 
[2023-07-23 15:05:37] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 60, Z= 6 | 
[2023-07-23 15:05:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 61, Z= 5 | 
[2023-07-23 15:05:42] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 61, Z= 7 | 
[2023-07-23 15:05:44] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 60, Z= 5 | 
[2023-07-23 15:05:46] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 60, Z= 6 | 
[2023-07-23 15:05:47] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 59, Z= 6 | 
[2023-07-23 15:05:48] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 60, Z= 6 | 
[2023-07-23 15:05:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 59, Z= 6 | 
[2023-07-23 15:05:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 60, Z= 5 | 
[2023-07-23 15:05:51] [world_the_end] The Player <Enderlava> has picked 5 of END_STONE at X= -6, Y= 59, Z= 6 | 
[2023-07-23 15:05:52] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= 5 | 
[2023-07-23 15:05:52] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 60, Z= 5 | 
[2023-07-23 15:05:52] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= 4 | 
[2023-07-23 15:05:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 59, Z= 0 | 
[2023-07-23 15:05:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= 1 | 
[2023-07-23 15:05:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 59, Z= 2 | 
[2023-07-23 15:06:00] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 59, Z= 4 | 
[2023-07-23 15:06:01] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -7, Y= 59, Z= 5 | 
[2023-07-23 15:06:02] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 59, Z= 5 | 
[2023-07-23 15:06:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 60, Z= 6 | 
[2023-07-23 15:06:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 60, Z= 7 | 
[2023-07-23 15:06:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 59, Z= 7 | 
[2023-07-23 15:06:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 59, Z= 7 | 
[2023-07-23 15:06:06] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 60, Z= 7 | 
[2023-07-23 15:06:06] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 59, Z= 7 | 
[2023-07-23 15:06:16] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 58, Z= 6 | 
[2023-07-23 15:06:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 58, Z= 5 | 
[2023-07-23 15:06:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 58, Z= 7 | 
[2023-07-23 15:06:18] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 58, Z= 7 | 
[2023-07-23 15:06:20] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 58, Z= 7 | 
[2023-07-23 15:06:20] [world_the_end] The Player <Enderlava> has picked 9 of END_STONE at X= -5, Y= 58, Z= 7 | 
[2023-07-23 15:06:21] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= 7 | 
[2023-07-23 15:06:21] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= 6 | 
[2023-07-23 15:07:02] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= -5, Y= 58, Z= 6 | 
[2023-07-23 15:07:02] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -6, Y= 58, Z= 5 | 
[2023-07-23 15:07:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 58, Z= 4 | 
[2023-07-23 15:07:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 58, Z= 4 | 
[2023-07-23 15:07:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= 3 | 
[2023-07-23 15:07:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 58, Z= 2 | 
[2023-07-23 15:07:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 58, Z= 1 | 
[2023-07-23 15:07:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= 1 | 
[2023-07-23 15:07:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 58, Z= 0 | 
[2023-07-23 15:07:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 61, Z= -8 | 
[2023-07-23 15:07:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 61, Z= -6 | 
[2023-07-23 15:07:41] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -9, Y= 61, Z= -6 | 
[2023-07-23 15:07:43] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= 3 | 
[2023-07-23 15:07:44] [world_the_end] The Player <Enderlava> has picked 7 of END_STONE at X= -6, Y= 57, Z= 3 | 
[2023-07-23 15:07:46] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -7, Y= 57, Z= 6 | 
[2023-07-23 15:07:46] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= 5 | 
[2023-07-23 15:07:46] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 57, Z= 7 | 
[2023-07-23 15:08:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= 7 | 
[2023-07-23 15:08:09] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -5, Y= 57, Z= 5 | 
[2023-07-23 15:08:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 57, Z= 6 | 
[2023-07-23 15:08:10] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 57, Z= 7 | 
[2023-07-23 15:08:11] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -2, Y= 57, Z= 7 | 
[2023-07-23 15:08:12] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -1, Y= 56, Z= 6 | 
[2023-07-23 15:08:13] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 56, Z= 7 | 
[2023-07-23 15:08:13] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 55, Z= 7 | 
[2023-07-23 15:08:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 56, Z= 7 | 
[2023-07-23 15:08:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 56, Z= 7 | 
[2023-07-23 15:08:27] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 55, Z= 7 | 
[2023-07-23 15:08:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -1, Y= 55, Z= 6 | 
[2023-07-23 15:08:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 56, Z= 7 | 
[2023-07-23 15:08:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 56, Z= 7 | 
[2023-07-23 15:08:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= 7 | 
[2023-07-23 15:08:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 56, Z= 6 | 
[2023-07-23 15:08:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 56, Z= 6 | 
[2023-07-23 15:08:39] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 55, Z= 7 | 
[2023-07-23 15:08:39] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= 7 | 
[2023-07-23 15:08:41] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= 5 | 
[2023-07-23 15:08:41] [world_the_end] The Player <Enderlava> has picked 12 of END_STONE at X= -5, Y= 55, Z= 5 | 
[2023-07-23 15:08:41] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= 4 | 
[2023-07-23 15:08:41] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 56, Z= 4 | 
[2023-07-23 15:08:42] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= 3 | 
[2023-07-23 15:08:43] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 56, Z= 2 | 
[2023-07-23 15:08:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= -1 | 
[2023-07-23 15:08:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= -1 | 
[2023-07-23 15:08:46] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= 2 | 
[2023-07-23 15:08:47] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -5, Y= 55, Z= 3 | 
[2023-07-23 15:08:47] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 55, Z= 3 | 
[2023-07-23 15:09:13] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= -6, Y= 55, Z= 2 | 
