[2023-07-10 09:20:57] [world] The Player <Enderlava> has broke COBBLESTONE at X= -840, Y= 93, Z= -736
[2023-07-10 09:41:01] [world] The Player <wqe123420> has broke OBSERVER at X= -36, Y= -55, Z= -246
[2023-07-10 09:41:01] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -36, Y= -54, Z= -246
[2023-07-10 09:41:01] [world] The Player <wqe123420> has broke PISTON at X= -36, Y= -53, Z= -246
[2023-07-10 09:41:02] [world] The Player <wqe123420> has broke NOTE_BLOCK at X= -36, Y= -52, Z= -246
[2023-07-10 09:41:02] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -36, Y= -53, Z= -246
[2023-07-10 09:41:02] [world] The Player <wqe123420> has broke OBSERVER at X= -36, Y= -52, Z= -246
[2023-07-10 09:41:03] [world] The Player <wqe123420> has broke STICKY_PISTON at X= -36, Y= -54, Z= -246
[2023-07-10 09:41:03] [world] The Player <wqe123420> has broke PISTON at X= -34, Y= -53, Z= -246
[2023-07-10 09:41:03] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -34, Y= -54, Z= -246
[2023-07-10 09:42:03] [world] The Player <wqe123420> has broke OBSERVER at X= -30, Y= -55, Z= -246
[2023-07-10 09:43:08] [world] The Player <wqe123420> has broke CRAFTING_TABLE at X= -31, Y= -55, Z= -243
[2023-07-10 09:43:09] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -53, Z= -241
[2023-07-10 09:43:09] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -53, Z= -242
[2023-07-10 09:43:10] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -241
[2023-07-10 09:43:10] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -53, Z= -242
[2023-07-10 09:43:12] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -52, Z= -242
[2023-07-10 09:43:13] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -52, Z= -242
[2023-07-10 09:43:13] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -53, Z= -241
[2023-07-10 09:43:14] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -53, Z= -241
[2023-07-10 09:43:15] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -53, Z= -242
[2023-07-10 09:43:15] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -242
[2023-07-10 09:43:16] [world] The Player <wqe123420> has broke DEEPSLATE at X= -27, Y= -52, Z= -242
[2023-07-10 09:43:16] [world] The Player <wqe123420> has broke DEEPSLATE at X= -27, Y= -53, Z= -241
[2023-07-10 09:43:17] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -241
[2023-07-10 09:43:17] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -52, Z= -241
[2023-07-10 09:43:18] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -52, Z= -242
[2023-07-10 09:43:18] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -52, Z= -241
[2023-07-10 09:43:19] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -53, Z= -241
[2023-07-10 09:43:19] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -53, Z= -242
[2023-07-10 09:43:20] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -53, Z= -241
[2023-07-10 09:43:20] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -53, Z= -240
[2023-07-10 09:43:21] [world] The Player <wqe123420> has broke DEEPSLATE at X= -34, Y= -53, Z= -240
[2023-07-10 09:43:21] [world] The Player <wqe123420> has broke DEEPSLATE at X= -34, Y= -53, Z= -241
[2023-07-10 09:43:22] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -240
[2023-07-10 09:44:23] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -55, Z= -240
[2023-07-10 09:44:24] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -55, Z= -240
[2023-07-10 09:44:24] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -55, Z= -239
[2023-07-10 09:44:25] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -55, Z= -240
[2023-07-10 09:44:25] [world] The Player <wqe123420> has broke DEEPSLATE at X= -34, Y= -55, Z= -240
[2023-07-10 09:45:26] [world] The Player <wqe123420> has broke IRON_BLOCK at X= -30, Y= -54, Z= -244
[2023-07-10 09:45:37] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -56, Z= -242
[2023-07-10 09:46:41] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -53, Z= -242
[2023-07-10 09:50:28] [world] The Player <wqe123420> has broke STONE at X= -1, Y= 64, Z= -221
[2023-07-10 09:50:28] [world] The Player <wqe123420> has broke STONE at X= -1, Y= 64, Z= -220
[2023-07-10 09:50:29] [world] The Player <wqe123420> has broke STONE at X= -2, Y= 64, Z= -221
[2023-07-10 09:50:29] [world] The Player <wqe123420> has broke STONE at X= -1, Y= 63, Z= -221
[2023-07-10 09:50:30] [world] The Player <wqe123420> has broke STONE at X= -2, Y= 63, Z= -221
[2023-07-10 09:50:30] [world] The Player <wqe123420> has broke STONE at X= -2, Y= 64, Z= -220
[2023-07-10 09:50:30] [world] The Player <wqe123420> has broke STONE at X= -2, Y= 63, Z= -220
[2023-07-10 09:50:31] [world] The Player <wqe123420> has broke STONE at X= -1, Y= 63, Z= -220
[2023-07-10 09:51:55] [world_nether] The Player <Xw114> has broke DIRT at X= 6, Y= 75, Z= -36
[2023-07-10 09:56:50] [world] The Player <wqe123420> has broke LIGHT_GRAY_SHULKER_BOX at X= -20, Y= 64, Z= -286
[2023-07-10 09:57:55] [world] The Player <wqe123420> has broke YELLOW_SHULKER_BOX at X= -21, Y= 63, Z= -287
[2023-07-10 09:57:58] [world] The Player <wqe123420> has broke COBBLESTONE at X= -18, Y= 62, Z= -290
[2023-07-10 09:59:50] [world] The Player <wqe123420> has broke YELLOW_SHULKER_BOX at X= -25, Y= 63, Z= -286
[2023-07-10 10:00:44] [world] The Player <wqe123420> has broke GRASS_BLOCK at X= -12, Y= 69, Z= -259
[2023-07-10 10:00:44] [world] The Player <wqe123420> has broke GRASS_BLOCK at X= -11, Y= 69, Z= -259
[2023-07-10 10:01:21] [world] The Player <wqe123420> has broke YELLOW_SHULKER_BOX at X= -19, Y= 68, Z= -265
[2023-07-10 10:03:46] [world] The Player <wqe123420> has broke DETECTOR_RAIL at X= -29, Y= -53, Z= -242
[2023-07-10 10:03:50] [world] The Player <wqe123420> has broke DETECTOR_RAIL at X= -30, Y= -53, Z= -242
[2023-07-10 10:04:46] [world] The Player <wqe123420> has broke DETECTOR_RAIL at X= -29, Y= -53, Z= -242
[2023-07-10 10:04:54] [world] The Player <wqe123420> has broke STICKY_PISTON at X= -28, Y= -53, Z= -242
[2023-07-10 10:04:56] [world] The Player <wqe123420> has broke STONE_PRESSURE_PLATE at X= -27, Y= -53, Z= -242
[2023-07-10 10:05:36] [world] The Player <wqe123420> has broke OAK_LOG at X= 45, Y= 64, Z= -288
[2023-07-10 10:05:37] [world] The Player <wqe123420> has broke OAK_LOG at X= 45, Y= 63, Z= -288
[2023-07-10 10:05:37] [world] The Player <wqe123420> has broke DIRT at X= 45, Y= 62, Z= -288
[2023-07-10 10:05:38] [world] The Player <wqe123420> has broke OAK_LOG at X= 45, Y= 65, Z= -288
[2023-07-10 10:05:38] [world] The Player <wqe123420> has broke OAK_LOG at X= 45, Y= 66, Z= -288
[2023-07-10 10:05:38] [world] The Player <wqe123420> has broke OAK_STAIRS at X= 45, Y= 67, Z= -288
[2023-07-10 10:06:47] [world] The Player <wqe123420> has broke STONE at X= -11, Y= 70, Z= -226
[2023-07-10 10:06:48] [world] The Player <wqe123420> has broke STONE at X= -11, Y= 70, Z= -225
[2023-07-10 10:06:48] [world] The Player <wqe123420> has broke STONE at X= -11, Y= 70, Z= -224
[2023-07-10 10:06:49] [world] The Player <wqe123420> has broke STONE at X= -12, Y= 71, Z= -224
[2023-07-10 10:06:49] [world] The Player <wqe123420> has broke STONE at X= -12, Y= 70, Z= -225
[2023-07-10 10:06:49] [world] The Player <wqe123420> has broke STONE at X= -12, Y= 70, Z= -224
[2023-07-10 10:06:55] [world] The Player <wqe123420> has broke STONE at X= -15, Y= 70, Z= -224
[2023-07-10 10:06:55] [world] The Player <wqe123420> has broke STONE at X= -14, Y= 70, Z= -225
[2023-07-10 10:06:56] [world] The Player <wqe123420> has broke STONE at X= -15, Y= 70, Z= -225
[2023-07-10 10:06:56] [world] The Player <wqe123420> has broke STONE at X= -14, Y= 70, Z= -224
[2023-07-10 10:06:57] [world] The Player <wqe123420> has broke STONE at X= -13, Y= 70, Z= -224
[2023-07-10 10:06:57] [world] The Player <wqe123420> has broke STONE at X= -13, Y= 70, Z= -225
[2023-07-10 10:10:13] [world] The Player <wqe123420> has broke PISTON at X= -28, Y= -53, Z= -242
[2023-07-10 10:10:14] [world] The Player <wqe123420> has broke COBBLESTONE at X= -28, Y= -54, Z= -242
[2023-07-10 10:10:15] [world] The Player <wqe123420> has broke COBBLESTONE at X= -27, Y= -54, Z= -242
[2023-07-10 10:10:15] [world] The Player <wqe123420> has broke COBBLESTONE at X= -28, Y= -54, Z= -243
[2023-07-10 10:10:16] [world] The Player <wqe123420> has broke COBBLESTONE at X= -29, Y= -54, Z= -242
[2023-07-10 10:10:16] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -54, Z= -242
[2023-07-10 10:10:16] [world] The Player <wqe123420> has broke COBBLESTONE at X= -29, Y= -54, Z= -243
[2023-07-10 10:10:59] [world] The Player <wqe123420> has broke COBBLESTONE_SLAB at X= -28, Y= -54, Z= -243
[2023-07-10 10:11:04] [world] The Player <wqe123420> has broke COBBLESTONE_SLAB at X= -29, Y= -54, Z= -243
[2023-07-10 10:11:04] [world] The Player <wqe123420> has broke COBBLESTONE_SLAB at X= -28, Y= -54, Z= -242
[2023-07-10 10:11:05] [world] The Player <wqe123420> has broke PISTON at X= -28, Y= -53, Z= -242
[2023-07-10 10:11:06] [world] The Player <wqe123420> has broke COBBLESTONE_SLAB at X= -29, Y= -54, Z= -242
[2023-07-10 10:11:07] [world] The Player <wqe123420> has broke COBBLESTONE_SLAB at X= -27, Y= -54, Z= -242
[2023-07-10 10:11:46] [world] The Player <Xw114> has broke GRASS_BLOCK at X= -40, Y= 71, Z= -262
[2023-07-10 10:11:47] [world] The Player <wqe123420> has broke COBBLESTONE_WALL at X= -30, Y= -56, Z= -240
[2023-07-10 10:15:25] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -54, Z= -230
[2023-07-10 10:15:25] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -55, Z= -231
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -54, Z= -231
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -55, Z= -231
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -55, Z= -231
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -231
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -230
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -54, Z= -230
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -55, Z= -230
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -56, Z= -230
[2023-07-10 10:15:27] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -55, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -54, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -54, Z= -229
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -54, Z= -228
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -54, Z= -229
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -53, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -53, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -52, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -52, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -51, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -52, Z= -229
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -51, Z= -229
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -229
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -53, Z= -229
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -53, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -27, Y= -53, Z= -230
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -231
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -53, Z= -231
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -27, Y= -53, Z= -232
[2023-07-10 10:15:28] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -232
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -51, Z= -232
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -231
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -230
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -52, Z= -230
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -229
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -27, Y= -52, Z= -229
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -51, Z= -230
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -51, Z= -230
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -50, Z= -230
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -52, Z= -229
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -27, Y= -52, Z= -230
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -54, Z= -229
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -54, Z= -228
[2023-07-10 10:15:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -55, Z= -230
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -55, Z= -230
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -55, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -56, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -55, Z= -230
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -54, Z= -230
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -54, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -55, Z= -228
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -54, Z= -228
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -54, Z= -228
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -54, Z= -230
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -54, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -53, Z= -230
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -53, Z= -230
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -53, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -53, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -53, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -228
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -229
[2023-07-10 10:15:30] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -55, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -54, Z= -227
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -54, Z= -227
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -54, Z= -227
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -54, Z= -226
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -53, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -53, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -52, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -52, Z= -227
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -53, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -52, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -53, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -27, Y= -54, Z= -229
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -55, Z= -229
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -55, Z= -229
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -56, Z= -229
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -56, Z= -229
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -56, Z= -228
[2023-07-10 10:15:31] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -55, Z= -228
[2023-07-10 10:15:32] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -56, Z= -227
[2023-07-10 10:15:32] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -55, Z= -227
[2023-07-10 10:15:32] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -55, Z= -226
[2023-07-10 10:15:32] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -54, Z= -227
[2023-07-10 10:15:32] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -227
[2023-07-10 10:15:32] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -56, Z= -231
[2023-07-10 10:15:33] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -56, Z= -231
[2023-07-10 10:15:33] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -56, Z= -231
[2023-07-10 10:15:34] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -56, Z= -230
[2023-07-10 10:15:34] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -56, Z= -230
[2023-07-10 10:15:40] [world] The Player <Xw114> has broke GRASS_BLOCK at X= -50, Y= 73, Z= -231
[2023-07-10 10:19:06] [world] The Player <wqe123420> has broke DEAD_BRAIN_CORAL_FAN at X= -30, Y= -54, Z= -238
[2023-07-10 10:20:26] [world] The Player <wqe123420> has broke HORN_CORAL_WALL_FAN at X= -3245, Y= 50, Z= 4329
[2023-07-10 10:20:29] [world] The Player <wqe123420> has broke BUBBLE_CORAL_WALL_FAN at X= -3248, Y= 49, Z= 4329
[2023-07-10 10:20:30] [world] The Player <wqe123420> has broke TUBE_CORAL_FAN at X= -3247, Y= 50, Z= 4330
[2023-07-10 10:20:32] [world] The Player <wqe123420> has broke TUBE_CORAL_FAN at X= -3248, Y= 51, Z= 4331
[2023-07-10 10:20:35] [world] The Player <wqe123420> has broke HORN_CORAL_FAN at X= -3248, Y= 51, Z= 4332
[2023-07-10 10:22:30] [world] The Player <Enderlava> has broke GRASS at X= -59, Y= 74, Z= -235
[2023-07-10 10:23:10] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -54, Z= -245
[2023-07-10 10:23:10] [world] The Player <wqe123420> has broke STICKY_PISTON at X= -30, Y= -54, Z= -244
[2023-07-10 10:23:11] [world] The Player <wqe123420> has broke PISTON at X= -30, Y= -53, Z= -245
[2023-07-10 10:23:11] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -54, Z= -243
[2023-07-10 10:23:11] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -53, Z= -244
[2023-07-10 10:23:12] [world] The Player <wqe123420> has broke PISTON at X= -30, Y= -53, Z= -243
[2023-07-10 10:23:12] [world] The Player <wqe123420> has broke NOTE_BLOCK at X= -30, Y= -52, Z= -243
[2023-07-10 10:23:12] [world] The Player <wqe123420> has broke OBSERVER at X= -30, Y= -52, Z= -244
[2023-07-10 10:23:13] [world] The Player <wqe123420> has broke OBSERVER at X= -30, Y= -55, Z= -243
[2023-07-10 10:23:14] [world] The Player <wqe123420> has broke IRON_BLOCK at X= -30, Y= -54, Z= -242
[2023-07-10 10:23:14] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -53, Z= -242
[2023-07-10 10:23:14] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -54, Z= -241
[2023-07-10 10:23:14] [world] The Player <wqe123420> has broke TNT at X= -30, Y= -54, Z= -239
[2023-07-10 10:23:15] [world] The Player <wqe123420> has broke COBBLESTONE_SLAB at X= -30, Y= -55, Z= -241
[2023-07-10 10:23:17] [world] The Player <wqe123420> has broke COBBLESTONE_WALL at X= -30, Y= -55, Z= -240
[2023-07-10 10:23:17] [world] The Player <wqe123420> has broke OBSERVER at X= -30, Y= -55, Z= -239
[2023-07-10 10:23:18] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -53, Z= -239
[2023-07-10 10:23:19] [world] The Player <wqe123420> has broke PISTON at X= -30, Y= -55, Z= -238
[2023-07-10 10:23:20] [world] The Player <wqe123420> has broke IRON_BLOCK at X= -30, Y= -55, Z= -236
[2023-07-10 10:23:20] [world] The Player <wqe123420> has broke IRON_BLOCK at X= -30, Y= -55, Z= -235
[2023-07-10 10:23:21] [world] The Player <wqe123420> has broke IRON_BLOCK at X= -30, Y= -55, Z= -234
[2023-07-10 10:23:23] [world] The Player <wqe123420> has broke ANCIENT_DEBRIS at X= -30, Y= -55, Z= -233
[2023-07-10 10:23:24] [world] The Player <wqe123420> has broke ANCIENT_DEBRIS at X= -30, Y= -55, Z= -232
[2023-07-10 10:23:26] [world] The Player <wqe123420> has broke ANCIENT_DEBRIS at X= -30, Y= -55, Z= -231
[2023-07-10 10:23:30] [world] The Player <wqe123420> has broke COBBLESTONE_SLAB at X= -30, Y= -53, Z= -240
[2023-07-10 10:23:41] [world] The Player <wqe123420> has broke OBSERVER at X= -30, Y= -54, Z= -247
[2023-07-10 10:23:58] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -54, Z= -247
[2023-07-10 10:23:59] [world] The Player <wqe123420> has broke OBSERVER at X= -30, Y= -55, Z= -247
[2023-07-10 10:24:24] [world] The Player <wqe123420> has broke PISTON at X= -30, Y= -53, Z= -245
[2023-07-10 10:24:26] [world] The Player <wqe123420> has broke PISTON at X= -30, Y= -53, Z= -246
[2023-07-10 10:24:52] [world] The Player <wqe123420> has broke SLIME_BLOCK at X= -30, Y= -54, Z= -244
[2023-07-10 10:25:32] [world] The Player <wqe123420> has broke PISTON at X= -30, Y= -53, Z= -242
[2023-07-10 10:26:23] [world] The Player <wqe123420> has broke PISTON at X= -28, Y= -53, Z= -242
[2023-07-10 10:26:24] [world] The Player <wqe123420> has broke COBBLED_DEEPSLATE at X= -29, Y= -54, Z= -242
[2023-07-10 10:26:25] [world] The Player <wqe123420> has broke COBBLED_DEEPSLATE at X= -29, Y= -54, Z= -243
[2023-07-10 10:26:26] [world] The Player <wqe123420> has broke COBBLED_DEEPSLATE at X= -28, Y= -54, Z= -242
[2023-07-10 10:26:26] [world] The Player <wqe123420> has broke COBBLED_DEEPSLATE at X= -28, Y= -54, Z= -243
[2023-07-10 10:26:26] [world] The Player <wqe123420> has broke COBBLED_DEEPSLATE at X= -27, Y= -54, Z= -242
[2023-07-10 10:27:21] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -51, Z= -236
[2023-07-10 10:27:21] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -51, Z= -235
[2023-07-10 10:27:22] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -235
[2023-07-10 10:27:23] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -51, Z= -233
[2023-07-10 10:27:23] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -51, Z= -234
[2023-07-10 10:27:39] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -50, Z= -233
[2023-07-10 10:27:40] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -51, Z= -232
[2023-07-10 10:27:40] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -51, Z= -232
[2023-07-10 10:28:05] [world] The Player <Enderlava> has broke DEEPSLATE at X= -28, Y= -58, Z= -228
[2023-07-10 10:28:06] [world] The Player <Enderlava> has broke DEEPSLATE at X= -28, Y= -58, Z= -227
[2023-07-10 10:28:08] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -28, Y= -59, Z= -227
